CATID,RA_OBJ,DEC_OBJ,z_spec,PA_GASKIN,PA_GASKIN_ERR,LAMBDAR_RE,n_src_1p,n_src_2p,n_src_3p,n_src_5p,n_src_10p,n_src_15p,n_clean_1p,n_clean_2p,n_clean_3p,n_clean_5p,n_clean_10p,n_clean_15p
534753,175.02584602,-0.90141518,0.0287,222.0,0.16666667,nan,0,31,110,306,1439,3299,0,20,75,232,1086,2610
39057,175.02670566,-0.83774235,0.01962,112.0,1.3333334,nan,2,33,127,343,1373,3217,2,32,114,304,1061,2526
53770,175.0551423,-0.41172485,0.02205,85.0,0.16666667,0.10145718,17,68,132,419,1932,4183,17,68,130,413,1917,3947
184122,175.05660903,-1.54796812,0.04673,200.0,0.16666667,nan,20,89,190,455,1536,3553,20,87,185,411,1320,2869
271610,175.05716532,1.37646384,0.04072,184.0,1.5833334,nan,17,60,142,421,1518,2780,17,59,140,387,1308,2334
534793,175.06072096,-0.92709228,0.02846,276.5,12.166667,nan,17,70,129,392,1580,3390,17,68,122,288,1152,2775
21979,175.09543605,1.13915421,0.04103,69.5,0.8333333,nan,19,75,160,407,1669,3482,15,49,116,319,1430,3030
97915,175.10408827,1.02231486,0.07522,321.5,1.3333334,0.098328136,23,73,149,351,1322,3491,23,73,149,345,1217,3155
53809,175.11900742,-0.39364027,0.02716,10.5,0.16666667,nan,9,67,138,445,1928,4237,7,65,134,436,1912,4167
39108,175.13410387,-0.66961564,0.02735,159.0,0.5,nan,30,84,168,343,1344,3409,28,80,162,316,1248,3037
609330,175.14833621,0.30695163,0.10615,224.0,0.16666667,0.32824716,13,74,188,494,1799,4093,13,74,188,488,1622,3655
143287,175.15740828,-1.35142332,0.04562,34.5,0.16666667,0.20447332,27,95,211,469,1702,3693,27,95,187,388,1276,2812
69513,175.15947417,0.15131145,0.04214,127.5,0.16666667,0.5885652,22,79,124,370,1841,4121,22,72,109,316,1621,3536
287827,175.20726588,1.75883438,0.0199,94.0,0.5,0.16855255,2,50,154,442,1567,3323,2,48,152,422,1335,2864
143291,175.21195232,-1.31819845,0.04488,351.0,0.16666667,0.07671611,4,50,148,459,1801,3838,4,48,142,429,1383,3101
396833,175.25669862,1.4933511,0.01809,356.0,0.16666667,0.43052986,3,35,94,281,1290,3081,3,35,91,277,1164,2808
287824,175.26503292,1.72549415,0.04067,25.0,0.16666667,0.55298996,2,47,110,331,1559,3365,2,47,110,329,1363,2862
177010,175.29956564,-1.96232455,0.05417,160.5,0.16666667,0.45740265,20,78,192,430,1378,3001,18,55,107,271,1070,2490
39131,175.30144074555557,-0.72517841,0.02773,125.0,0.41666666,nan,4,25,55,221,1311,3453,3,24,48,205,1243,3249
583508,175.30472873,-0.20120733,0.02795,124.0,0.16666667,nan,18,65,155,490,1875,4132,18,65,153,484,1765,3965
69535,175.3114198,0.14294637,0.02836,172.0,0.16666667,0.5568747,17,67,165,509,1878,4046,17,63,158,494,1798,3787
559061,175.3408088,-0.45676643,0.02769,197.0,0.16666667,0.6628606,28,85,179,455,1843,3902,28,84,178,454,1822,3816
30472,175.41751221,-1.21326591,0.02731,305.5,0.5,nan,2,24,113,366,1754,4430,2,24,112,360,1544,3849
30469,175.42881156,-1.20672475,0.0764,311.0,0.16666667,0.13627046,0,20,101,353,1789,4492,0,20,100,345,1564,3936
39145,175.43607365,-0.68800248,0.05015,186.0,0.16666667,nan,22,70,172,435,1563,3581,22,69,170,431,1514,3479
177046,175.44023234,-1.90134773,0.00604,336.5,0.41666666,nan,5,69,137,355,1608,3961,5,68,129,294,1309,3469
609358,175.45675018,0.21600652,0.09226,121.5,0.16666667,nan,21,93,170,474,1934,4227,21,93,170,459,1768,3921
583551,175.47167078,-0.16605334,0.03995,210.0,0.41666666,nan,25,90,174,408,1750,3980,25,90,174,403,1579,3562
184202,175.47617859,-1.45588909,0.09322,193.5,0.16666667,0.037350614,20,67,152,380,1931,4784,20,64,148,370,1589,3806
534885,175.50774685,-1.04622304,0.02726,74.0,0.41666666,nan,33,117,259,604,2036,4345,33,116,257,579,1800,4010
177081,175.53937108,-1.90905191,0.02004,123.5,0.16666667,0.18730871,22,77,201,633,2116,4562,0,3,67,459,1898,4228
609396,175.55091572,0.33447039,0.01824,277.0,0.16666667,nan,6,67,164,441,2219,5259,0,0,38,263,2007,5000
184230,175.6488301,-1.54417401,0.07347,250.0,0.16666667,0.4280264,16,79,249,679,2623,5767,16,79,245,654,2372,5275
534904,175.67756968,-0.95672315,0.04992,122.5,0.41666666,nan,6,17,45,251,1909,4278,5,16,44,243,1872,4076
184234,175.68429154,-1.48754249,0.02912,156.5,1.6666666,nan,27,129,267,693,2675,5863,27,128,262,681,2565,5475
609433,175.6871286,0.28226324,0.01834,78.5,0.16666667,nan,21,104,213,645,2296,4910,21,99,205,634,2165,4447
69620,175.72472733,0.16188838,0.01843,33.5,0.16666667,0.21473715,21,70,156,416,1604,4138,21,68,148,359,1336,3679
184237,175.73812048,-1.53912642,0.04337,325.0,0.25,0.3574967,19,80,213,666,2811,6020,19,77,208,661,2745,5682
136672,175.78729674,-1.63784182,0.04306,316.5,0.33333334,nan,52,143,267,683,2602,5805,50,141,264,672,2540,5517
84048,175.78879408,0.55889885,0.01861,316.5,0.16666667,0.52571,21,108,255,719,2996,6046,3,45,122,429,2590,5505
184281,175.80241086,-1.54990033,0.01989,3.5,0.9166667,nan,40,146,259,690,2620,6041,40,146,258,674,2555,5874
184283,175.81111707,-1.56068203,0.04321,312.0,0.16666667,nan,41,134,258,716,2595,5981,41,134,257,695,2529,5807
143388,175.81713773666667,-1.39469665,0.00631,304.5,1.4166666,nan,20,111,269,702,2838,6221,20,108,263,693,2773,5874
136624,175.82106147,-1.64417448,0.04505,28.5,0.16666667,0.28763515,27,118,242,681,2530,5698,27,114,237,670,2472,5426
583637,175.82494029,-0.18160958,0.05643,164.5,0.25,0.2592272,18,86,197,521,2034,4171,18,84,194,514,1956,3813
184268,175.82499255,-1.54644316,0.07738,13.5,0.41666666,0.51618654,35,124,273,739,2618,6040,35,123,269,715,2550,5892
136626,175.82656556,-1.62936916,0.0459,215.5,0.33333334,nan,22,101,250,689,2558,5701,22,96,245,678,2495,5436
7139,175.82830466,0.74788117,0.07567,181.0,0.16666667,nan,0,29,79,386,2389,5618,0,26,75,380,2135,4774
69653,175.85484663,0.01404033,0.01843,325.0,0.16666667,nan,4,40,105,429,1771,4181,4,40,103,364,1492,3623
136602,175.87224669,-1.66796358,0.04461,116.0,0.25,nan,1,60,178,590,2425,5561,1,59,170,571,2289,5200
136605,175.88107888,-1.75237351,0.10361,147.5,0.5833333,0.0760574,1,48,167,520,2279,5546,1,48,162,506,2057,5183
177143,175.90043871,-1.97504167,0.04798,208.5,0.16666667,0.41136917,25,65,99,344,1886,4218,21,61,95,330,1840,3953
136616,175.90197426,-1.63834008,0.04309,152.0,0.33333334,0.2544515,16,72,165,620,2463,5591,16,71,160,599,2301,5225
136688,175.91220384,-1.64694057,0.04291,3.5,0.16666667,0.4126747,18,66,157,612,2438,5592,18,62,150,592,2258,5226
143446,175.9398507,-1.27659397,0.00567,322.5,0.16666667,nan,25,93,228,618,2777,5959,25,92,224,546,2413,5525
84106,175.98676023,0.52227376,0.02794,302.5,0.33333334,0.29734462,18,79,179,427,2172,5695,18,76,175,344,1493,4472
84107,175.99842988,0.42801347,0.0287,6.0,0.16666667,0.33709645,0,0,12,254,2217,5529,0,0,12,249,1840,4248
53977,176.0183969,-0.2109729,0.04823,6.0,0.16666667,0.49810472,24,74,147,475,1950,4044,24,74,146,472,1920,3911
184354,176.07601995,-1.46175067,0.02551,1.5,0.9166649,nan,40,111,242,654,2215,5182,40,105,235,635,2160,4826
177232,176.10838436,-1.95708642,0.07688,316.0,0.16666667,0.09021514,10,72,149,428,1794,3990,10,71,142,414,1719,3659
535007,176.12553925,-0.98985348,0.01955,24.0,0.16666667,nan,14,102,220,559,2252,4907,14,101,218,518,2063,4582
30615,176.14189154,-1.13909079,0.07866,144.0,0.16666667,0.2234361,16,98,226,680,2808,5679,16,92,218,664,2759,5244
7206,176.16409281,0.7495694,0.09339,279.5,0.25,0.54937583,40,130,296,708,2652,5634,34,94,209,531,2249,4794
184366,176.17554972,-1.61431109,0.02913,265.5,13.5,0.22383507,19,128,249,686,2553,5322,3,78,163,481,2099,4441
184368,176.21029598,-1.60132189,0.02843,59.0,0.16666667,0.7416129,3,60,189,625,2560,5302,0,0,27,324,1993,4490
184370,176.21728012,-1.53211655,0.02559,246.5,1.0,0.16337544,10,84,218,574,2298,5211,10,71,173,448,1757,4528
98097,176.22100301,0.93963258,0.02803,296.5,0.16666667,0.32695302,16,58,170,420,1824,4777,16,56,165,411,1773,4451
136856,176.22144426,-1.65257375,0.02597,54.0,0.41666666,nan,29,108,225,637,2522,5570,0,22,86,386,1968,4712
583716,176.23359094,-0.05397312,0.01839,2.5,0.16666667,nan,0,0,38,253,1725,4348,0,0,35,245,1693,4113
609571,176.24825782,0.33719564,0.02828,146.5,0.33333334,0.26204723,35,138,274,790,2924,6127,35,133,260,758,2519,5114
22178,176.25171663,1.17860017,0.02839,280.5,0.16666667,nan,30,102,208,553,1962,4265,30,101,205,549,1786,3794
136866,176.25311607,-1.72605359,0.02606,303.5,0.33333334,nan,19,103,221,592,2604,5700,19,102,217,539,2130,4833
136841,176.27655546,-1.6691871,0.02761,314.5,0.16666667,0.43627232,26,132,262,612,2508,5650,26,105,186,369,1890,4869
177297,176.28065436,-1.86604212,0.02497,142.0,0.16666667,nan,34,132,300,767,2336,4619,34,131,294,751,2212,4091
136871,176.28641994,-1.80381586,0.02638,151.0,0.5,0.18079631,31,121,237,661,2532,5190,31,121,236,646,2396,4321
136842,176.29122535,-1.76259733,0.02709,73.5,1.1666666,0.08389864,0,74,223,607,2579,5410,0,72,219,593,2229,4502
143499,176.29455726,-1.37947668,0.02644,1.0,0.33333203,nan,10,57,112,431,2119,4971,10,55,104,413,2068,4500
136894,176.30482406,-1.8049104,0.02735,192.5,3.666664,nan,28,111,233,638,2524,5130,28,111,232,624,2392,4297
136847,176.31263887,-1.70276387,0.02782,38.5,0.16666667,0.5096121,9,103,238,620,2517,5437,9,97,229,513,1925,4667
583723,176.31667533,-0.19882604,0.09324,32.0,0.16666667,0.11122974,6,90,209,493,1902,3902,6,88,207,487,1870,3839
22175,176.32034453,1.22731822,0.02822,349.0,0.16666667,nan,29,91,221,560,1946,4324,28,82,180,436,1500,3817
177326,176.33025409,-1.87229199,0.02696,72.0,0.6666667,nan,17,112,233,707,2307,4407,16,107,227,687,2154,3908
136880,176.33707383,-1.81279084,0.02677,165.0,0.33333334,0.39020303,24,106,229,602,2426,4924,24,103,222,588,2296,4137
136881,176.33793455,-1.7229493,0.02814,304.5,0.41666666,0.32477295,36,103,207,607,2449,5310,34,97,199,571,1969,4487
184415,176.34197715,-1.56520689,0.02835,270.5,0.16666667,0.33120272,26,93,211,601,2528,5042,0,7,76,299,1936,4365
177303,176.34334061,-1.87672108,0.02703,162.5,0.16666667,0.36001736,9,97,232,693,2276,4323,9,94,225,667,2101,3865
136917,176.35593806,-1.73764451,0.02855,202.5,0.8333333,nan,24,90,200,595,2403,5265,24,89,184,568,2030,4354
69740,176.35955907,0.00402301,0.01321,184.0,0.16666667,0.38464564,0,48,152,496,1998,4583,0,47,150,488,1970,4512
136918,176.35996649,-1.73230238,0.02757,62.0,2.25,0.38414025,26,93,212,602,2395,5262,26,92,199,576,2005,4357
559250,176.36075931,-0.45320984,0.09217,353.5,1.9999987,0.25575018,9,65,121,348,1591,3751,9,64,120,343,1573,3548
69752,176.39835362,0.0190483,0.05835,332.0,0.16666667,0.31254655,18,67,155,520,2118,4649,17,65,151,513,2092,4541
583744,176.40711697,-0.07212981,0.01966,307.5,0.25,nan,14,47,141,426,1892,4252,14,47,141,420,1864,4162
98143,176.41219791,0.92089627,0.02726,358.5,0.16666667,nan,33,123,242,514,1911,4772,33,120,235,501,1880,4609
559292,176.41767633,-0.57082486,0.02805,325.0,0.33333334,nan,11,66,135,399,1594,3512,10,64,129,385,1420,3248
177354,176.4675446,-1.8908342,0.02774,175.5,7.9166665,nan,7,47,154,462,1892,4540,1,36,119,361,1566,3840
609598,176.53111048,0.30792954,0.02693,162.0,0.6666667,nan,21,70,176,478,2276,5646,20,69,174,468,2056,5215
559300,176.53217798,-0.4579897,0.01303,87.0,0.5,nan,20,67,152,481,1744,3727,20,67,151,478,1716,3663
136980,176.53582628,-1.82683184,0.02704,95.0,1.5833334,nan,15,48,114,355,1980,4489,0,0,19,153,1661,3772
84209,176.63164942,0.42550114,0.10398,133.0,0.16666667,0.2591377,40,134,243,577,2228,5416,40,134,243,571,2173,4993
136966,176.64379453,-1.68100881,0.02685,215.0,0.25,nan,27,86,163,383,1542,4199,25,82,159,369,1408,3572
39365,176.67951014,-0.67833864,0.01856,358.0,0.16666667,nan,30,84,196,455,1530,3436,29,82,194,447,1500,3230
30784,176.72699023,-1.17039248,0.02727,337.0,0.33333334,nan,14,71,143,412,1669,3322,14,65,117,336,1452,2902
143605,176.74577765,-1.34222975,0.0824,188.5,0.16666667,0.52761453,12,42,89,204,1128,3018,12,42,84,151,780,2504
30786,176.74627316,-1.09410565,0.0477,190.0,0.16666667,0.4981355,18,90,189,507,1629,3626,18,89,188,502,1504,3209
54102,176.75302968,-0.29421653,0.00468,298.5,0.16666667,nan,14,63,181,545,1726,3472,14,63,176,537,1706,3362
69822,176.75512855,0.18389176,0.11143,301.0,0.16666667,0.5259072,26,102,240,590,2311,5196,26,101,239,582,2244,4906
7289,176.77502491,0.63568906,0.08682,100.0,0.33333334,0.07193211,2,52,152,508,2050,4939,2,52,147,494,1865,4400
137037,176.83746154,-1.70279378,0.09231,158.5,0.41666666,0.07771923,7,60,170,462,1720,3998,7,60,167,458,1669,3538
177481,176.91005847,-1.92284765,0.02734,223.0,0.25,nan,18,88,186,525,2224,5101,18,87,183,515,2182,4805
69844,176.96200594,0.20343703,0.02706,211.5,0.25,nan,30,107,222,686,2787,5463,30,107,221,673,2642,5148
177518,177.04420369,-1.98910252,0.00512,176.0,0.33333334,nan,8,72,190,552,2257,5193,8,69,186,543,2210,5087
137071,177.07578186,-1.6399319933333332,0.01302,168.0,0.33333334,nan,20,85,166,377,1655,3898,15,51,90,220,1163,3290
39475,177.10683716,-0.6407392,0.07976,307.0,0.16666667,0.430908,14,80,191,561,1921,3903,14,80,188,550,1744,3500
559477,177.1511507,-0.52142813,0.02694,291.0,0.16666667,nan,18,68,152,433,1670,3617,4,38,89,296,1418,3189
30847,177.15497546,-1.2128314,0.10674,244.0,0.16666667,0.24029483,7,38,134,455,1683,3843,7,38,134,449,1411,3324
54198,177.15680273,-0.2340642,0.04784,118.5,0.16666667,0.6786872,0,30,91,300,1391,3464,0,30,91,295,1278,3162
69864,177.15736038,0.02469156,0.01882,344.5,0.16666667,nan,21,99,226,617,2409,5003,21,95,220,604,2279,4641
54202,177.17595931,-0.2787371,0.04717,265.5,0.6666667,0.1896914,13,29,34,212,1252,3424,13,28,32,197,1193,3072
137155,177.21879162,-1.8438994,0.0283,237.5,1.3333334,nan,27,93,203,506,1980,4396,27,91,199,501,1946,4292
535283,177.25575149,-0.88835186,0.01974,127.0,0.5833333,nan,20,79,175,487,1786,4267,19,77,171,479,1740,3804
30890,177.25796135,-1.10259703,0.01987,104.5,0.16666667,0.5657307,1,69,159,435,1648,3974,1,68,157,370,1223,3249
143735,177.28134048,-1.36652418,0.08115,283.5,0.16666667,0.31526557,15,102,224,579,1776,3720,15,102,220,571,1594,3209
143736,177.28799333,-1.36243627,0.08111,282.0,0.16666667,0.42895168,13,100,229,560,1767,3736,13,96,225,553,1583,3232
559490,177.30346687,-0.56445992,0.04744,267.5,8.083333,0.095679976,19,97,209,447,1855,4086,19,94,206,414,1635,3676
559495,177.34230068,-0.62370978,0.0403,314.5,0.16666667,nan,24,89,196,507,1790,4317,23,87,194,499,1654,4021
30916,177.34806988,-1.08377011,0.02048,274.0,0.16666667,0.650619,6,49,123,394,1668,3975,0,3,47,207,1198,3398
143746,177.35542781,-1.38160529,0.08064,321.5,0.25,0.5549822,24,67,130,371,1680,3792,24,67,130,367,1578,3387
54270,177.35884385,-0.30503619,0.08344,150.0,1.1666666,0.115601845,10,39,92,340,1577,3947,9,34,85,318,1388,3505
39539,177.36488481,-0.80120041,0.08071,35.0,0.16666667,0.7181154,13,61,137,398,1870,4371,13,61,136,397,1846,4164
30913,177.36982846,-1.07622131,0.01954,334.5,0.41666666,nan,1,30,111,400,1693,3972,0,0,12,148,1266,3407
30914,177.37001518,-1.09538916,0.02015,141.0,0.16666667,nan,5,38,115,385,1701,3900,0,14,41,181,1226,3330
184648,177.4014459,-1.45549329,0.01875,240.0,1.3333334,0.2627329,3,58,116,346,1671,4028,3,58,116,346,1640,3735
184689,177.50139505,-1.46336545,0.08034,299.0,0.41666666,0.4219713,22,97,203,466,1713,4056,22,97,200,462,1703,3638
559574,177.59939991555555,-0.5280761333333334,0.01277,223.0,0.16666667,nan,0,0,19,296,2059,4813,0,0,19,288,2015,4583
39594,177.62260606,-0.77124193,0.02681,299.5,0.16666667,nan,38,105,215,617,2563,5322,38,104,212,604,2515,5199
559609,177.64179412,-0.53782252,0.006,159.0,0.16666667,nan,18,51,109,420,2093,4880,18,51,103,403,2059,4722
184718,177.64548138,-1.45341773,0.01988,295.0,0.5833333,nan,20,86,183,541,2131,4330,20,85,181,492,1763,3603
143814,177.65142792,-1.40958931,0.01982,285.5,0.16666667,nan,13,84,189,522,2010,4296,11,81,184,459,1642,3552
559584,177.65174851666666,-0.5672373666666666,0.00558,265.0,0.16666667,nan,10,83,180,502,2185,4888,10,83,174,487,2147,4765
535387,177.65912753,-0.8907316,0.05141,291.0,0.16666667,0.26170203,32,144,292,744,2532,5351,31,143,290,733,2336,5026
54359,177.74299043,-0.36795035,0.0425,328.0,0.16666667,0.5531541,7,53,123,341,1814,4785,7,53,122,338,1797,4536
535417,177.76474895,-0.93749533,0.03978,91.5,0.16666667,0.43972382,26,86,210,632,2484,5341,26,81,205,597,2215,5016
609912,177.76899892,0.24835203,0.04707,329.5,0.16666667,0.5974705,18,86,194,521,2212,5000,18,84,191,510,2165,4896
535429,177.83784015,-0.97051641,0.10592,15.5,0.16666667,0.4294451,14,94,189,541,2258,5400,14,94,188,531,2061,5071
69986,177.8443261,0.11732258,0.04734,330.0,0.41666666,0.31028992,25,88,201,612,2195,4993,23,85,198,605,2171,4918
584013,177.87897771,-0.0777587,0.0477,353.0,0.16666667,0.26833332,5,75,205,728,2654,5539,5,69,199,715,2624,5474
54382,177.89815476,-0.3748913,0.01916,293.5,1.1666666,nan,36,112,235,697,2558,5271,35,111,233,635,2219,4880
54375,177.91035837,-0.25144236,0.05958,332.0,0.16666667,0.3752829,11,86,230,654,2644,5430,11,86,230,644,2592,5085
39671,177.91321208,-0.65447039,0.0405,271.0,0.16666667,nan,18,95,210,617,2553,5589,18,94,209,596,2497,5239
39709,177.96259324,-0.70641224,0.10677,110.5,0.16666667,0.502631,32,80,215,645,2585,5153,32,79,214,636,2518,4955
609948,178.00212038,0.2849577,0.08177,9.5,0.16666667,0.4234472,4,40,99,334,1694,4437,4,38,96,329,1670,4267
402934,178.00607849,1.99774143,0.02044,349.0,0.33333334,nan,13,42,97,309,1642,4187,13,42,97,306,1620,4041
70022,178.02230766,0.07408833,0.05989,169.5,0.16666667,0.11491027,6,87,203,509,2249,4891,6,87,200,503,2230,4828
39742,178.04147813,-0.79285135,0.02654,229.0,0.16666667,nan,26,93,224,621,2239,5026,26,88,216,602,2196,4791
137328,178.05720973,-1.64664661,0.08436,65.5,0.25,0.3736771,17,80,237,633,2588,5779,17,79,233,620,2522,5661
288364,178.18100485,1.74076835,0.02038,118.5,0.16666667,0.121370636,0,0,30,182,1570,3923,0,0,30,180,1429,3627
137350,178.19074307,-1.64944715,0.01949,87.5,0.6666667,nan,34,127,268,649,2709,5920,30,121,257,624,2649,5795
22582,178.191957,1.19481093,0.07781,210.5,0.16666667,0.14598055,10,78,179,491,2081,4818,10,75,176,485,2048,4756
143918,178.20696723,-1.25366683,0.02864,271.5,0.16666667,0.39481422,0,15,53,353,1968,4765,0,15,53,294,1695,4366
184834,178.22265718,-1.44905061,0.01863,103.5,0.5833333,nan,34,111,255,641,2500,5386,34,111,254,638,2464,5110
397449,178.22296646,1.57823374,0.02098,176.5,0.33333334,nan,26,101,240,594,2055,4285,26,101,239,547,1781,3975
54455,178.22625331,-0.23570615,0.02627,200.0,2.0,nan,15,107,244,731,2901,5967,15,106,243,726,2873,5908
272190,178.24168855,1.2878002,0.08094,88.5,0.16666667,0.11858249,5,87,165,542,2038,4675,5,87,163,530,2011,4603
54500,178.29135629,-0.39899849,0.08073,172.5,0.16666667,0.11745013,12,98,225,608,2380,4849,12,98,225,604,2357,4771
22595,178.31624751,1.21121208,0.07903,347.5,0.16666667,0.3655032,10,72,161,467,1884,4367,10,72,160,462,1852,4297
402988,178.35523661,1.90543604,0.03951,158.0,0.33333334,nan,22,90,188,499,1922,4157,22,90,185,490,1834,3612
31079,178.36218912,-1.13567911,0.0808,263.0,0.16666667,0.5672703,28,111,227,588,1906,4484,27,110,222,581,1730,3990
137455,178.42838323,-1.65988418,0.01113,280.0,0.41666666,nan,0,42,128,400,2142,5056,0,42,128,396,2087,4654
610054,178.44283234,0.32962604,0.04781,294.0,0.16666667,0.50660425,8,75,183,480,2275,4898,8,73,179,473,2234,4810
22633,178.44474785,1.19346667,0.07041,318.5,0.25,0.2633286,2,48,135,413,1855,4502,2,48,135,410,1820,4403
177969,178.46741825,-1.97492224,0.0759,132.0,0.16666667,0.07188974,10,69,182,550,2341,4943,10,68,176,537,2212,4427
288424,178.49043136,1.83464943,0.01954,252.0,0.16666667,nan,20,101,241,624,2376,5417,20,101,239,617,2335,4839
70107,178.52649568,0.03292719,0.02662,166.5,0.33333334,nan,22,51,99,292,1867,5141,2,11,55,238,1784,4828
31129,178.5474174,-1.13108925,0.01107,118.0,0.16666667,nan,31,92,218,513,1934,4499,9,37,112,351,1491,3756
70114,178.55112438,0.13663055,0.0038,264.0,0.16666667,nan,0,6,65,267,1748,4534,0,5,64,266,1629,4064
272298,178.72734765,1.37270502,0.07732,272.5,0.16666667,0.57809836,24,68,148,419,1847,4514,19,61,140,407,1795,4395
230174,178.74752807,1.85812136,0.02076,235.0,0.5833333,nan,27,119,242,720,2851,6459,27,118,240,684,2360,5478
288461,178.77044345,1.71980956,0.00421,40.0,0.16666667,nan,17,91,219,734,3060,6529,0,0,38,398,2700,6089
144051,178.87771862,-1.26141078,0.01929,168.0,0.16666667,0.16465914,7,79,198,555,2378,4456,7,79,198,553,2246,3967
144073,178.89264335,-1.35452792,0.08205,178.5,0.16666667,0.35710448,17,93,240,665,2186,4368,17,93,239,663,1948,3925
144127,178.95534935,-1.36627344,0.01829,84.5,0.16666667,nan,22,109,223,492,1878,4429,22,108,215,463,1795,4000
185085,178.97876826,-1.60334071,0.06428,249.5,0.33333334,0.28587255,18,76,156,493,1866,4218,18,74,154,484,1716,3745
144176,179.18251072,-1.36190986,0.01831,178.5,0.16666667,nan,21,86,191,499,1827,4276,21,85,187,492,1716,3904
144178,179.18978176,-1.29334088,0.01925,281.5,0.16666667,nan,1,60,159,472,2016,4577,1,60,158,469,1956,4222
98652,179.19062319,1.01423759,0.01977,240.5,0.16666667,nan,31,95,231,685,2519,5351,31,79,169,531,2233,4730
7715,179.22873399,0.72391972,0.07798,146.0,0.16666667,nan,9,100,233,594,2168,5176,9,100,229,527,1837,4791
22839,179.2426978,1.1480091,0.0392,51.0,0.16666667,nan,19,81,196,625,2410,5470,19,81,196,599,2146,5018
22862,179.30444456,1.18809898,0.04118,303.0,0.25,nan,18,77,195,593,2628,5565,18,77,191,586,2495,4974
