brickname,ra,dec,ra1,ra2,dec1,dec2
1731p010,173.125,1,173,173.25,0.875,1.125
1731p012,173.125,1.25,173,173.25,1.125,1.375
1731p015,173.125,1.5,173,173.25,1.375,1.625
1731p017,173.125,1.75,173,173.25,1.625,1.875
1731p020,173.125,2,173,173.25,1.875,2.125
1731p022,173.125,2.25,173,173.25,2.125,2.375
1731p025,173.125,2.5,173,173.25,2.375,2.625
1731p027,173.125,2.75,173,173.25,2.625,2.875
1731p030,173.125,3,173,173.25,2.875,3.125
1731p032,173.115438108484,3.25,172.99026425591092,173.24061196105708,3.125,3.375
1731p035,173.115438108484,3.5,172.99026425591092,173.24061196105708,3.375,3.625
1733m002,173.375,-0.25,173.25,173.5,-0.375,-0.125
1733m005,173.375,-0.5,173.25,173.5,-0.625,-0.375
1733m007,173.375,-0.75,173.25,173.5,-0.875,-0.625
1733m010,173.375,-1,173.25,173.5,-1.125,-0.875
1733m012,173.375,-1.25,173.25,173.5,-1.375,-1.125
1733m015,173.375,-1.5,173.25,173.5,-1.625,-1.375
1733m017,173.375,-1.75,173.25,173.5,-1.875,-1.625
1733m020,173.375,-2,173.25,173.5,-2.125,-1.875
1733m022,173.375,-2.25,173.25,173.5,-2.375,-2.125
1733m025,173.375,-2.5,173.25,173.5,-2.625,-2.375
1733m027,173.375,-2.75,173.25,173.5,-2.875,-2.625
1733m030,173.375,-3,173.25,173.5,-3.125,-2.875
1733m032,173.36578581363005,-3.25,173.24061196105708,173.49095966620303,-3.375,-3.125
1733m035,173.36578581363005,-3.5,173.24061196105708,173.49095966620303,-3.625,-3.375
1733p000,173.375,0,173.25,173.5,-0.125,0.125
1733p002,173.375,0.25,173.25,173.5,0.125,0.375
1733p005,173.375,0.5,173.25,173.5,0.375,0.625
1733p007,173.375,0.75,173.25,173.5,0.625,0.875
1733p010,173.375,1,173.25,173.5,0.875,1.125
1733p012,173.375,1.25,173.25,173.5,1.125,1.375
1733p015,173.375,1.5,173.25,173.5,1.375,1.625
1733p017,173.375,1.75,173.25,173.5,1.625,1.875
1733p020,173.375,2,173.25,173.5,1.875,2.125
1733p022,173.375,2.25,173.25,173.5,2.125,2.375
1733p025,173.375,2.5,173.25,173.5,2.375,2.625
1733p027,173.375,2.75,173.25,173.5,2.625,2.875
1733p030,173.375,3,173.25,173.5,2.875,3.125
1733p032,173.36578581363005,3.25,173.24061196105708,173.49095966620303,3.125,3.375
1733p035,173.36578581363005,3.5,173.24061196105708,173.49095966620303,3.375,3.625
1736m002,173.625,-0.25,173.5,173.75,-0.375,-0.125
1736m005,173.625,-0.5,173.5,173.75,-0.625,-0.375
1736m007,173.625,-0.75,173.5,173.75,-0.875,-0.625
1736m010,173.625,-1,173.5,173.75,-1.125,-0.875
1736m012,173.625,-1.25,173.5,173.75,-1.375,-1.125
1736m015,173.625,-1.5,173.5,173.75,-1.625,-1.375
1736m017,173.625,-1.75,173.5,173.75,-1.875,-1.625
1736m020,173.625,-2,173.5,173.75,-2.125,-1.875
1736m022,173.625,-2.25,173.5,173.75,-2.375,-2.125
1736m025,173.625,-2.5,173.5,173.75,-2.625,-2.375
1736m027,173.625,-2.75,173.5,173.75,-2.875,-2.625
1736m030,173.625,-3,173.5,173.75,-3.125,-2.875
1736m032,173.61613351877608,-3.25,173.49095966620303,173.74130737134908,-3.375,-3.125
1736m035,173.61613351877608,-3.5,173.49095966620303,173.74130737134908,-3.625,-3.375
1736p000,173.625,0,173.5,173.75,-0.125,0.125
1736p002,173.625,0.25,173.5,173.75,0.125,0.375
1736p005,173.625,0.5,173.5,173.75,0.375,0.625
1736p007,173.625,0.75,173.5,173.75,0.625,0.875
1736p010,173.625,1,173.5,173.75,0.875,1.125
1736p012,173.625,1.25,173.5,173.75,1.125,1.375
1736p015,173.625,1.5,173.5,173.75,1.375,1.625
1736p017,173.625,1.75,173.5,173.75,1.625,1.875
1736p020,173.625,2,173.5,173.75,1.875,2.125
1736p022,173.625,2.25,173.5,173.75,2.125,2.375
1736p025,173.625,2.5,173.5,173.75,2.375,2.625
1736p027,173.625,2.75,173.5,173.75,2.625,2.875
1736p030,173.625,3,173.5,173.75,2.875,3.125
1736p032,173.61613351877608,3.25,173.49095966620303,173.74130737134908,3.125,3.375
1736p035,173.61613351877608,3.5,173.49095966620303,173.74130737134908,3.375,3.625
1738m002,173.875,-0.25,173.75,174,-0.375,-0.125
1738m005,173.875,-0.5,173.75,174,-0.625,-0.375
1738m007,173.875,-0.75,173.75,174,-0.875,-0.625
1738m010,173.875,-1,173.75,174,-1.125,-0.875
1738m012,173.875,-1.25,173.75,174,-1.375,-1.125
1738m015,173.875,-1.5,173.75,174,-1.625,-1.375
1738m017,173.875,-1.75,173.75,174,-1.875,-1.625
1738m020,173.875,-2,173.75,174,-2.125,-1.875
1738m022,173.875,-2.25,173.75,174,-2.375,-2.125
1738m025,173.875,-2.5,173.75,174,-2.625,-2.375
1738m027,173.875,-2.75,173.75,174,-2.875,-2.625
1738m030,173.875,-3,173.75,174,-3.125,-2.875
1738m032,173.8664812239221,-3.25,173.74130737134908,173.99165507649514,-3.375,-3.125
1738m035,173.8664812239221,-3.5,173.74130737134908,173.99165507649514,-3.625,-3.375
1738p000,173.875,0,173.75,174,-0.125,0.125
1738p002,173.875,0.25,173.75,174,0.125,0.375
1738p005,173.875,0.5,173.75,174,0.375,0.625
1738p007,173.875,0.75,173.75,174,0.625,0.875
1738p010,173.875,1,173.75,174,0.875,1.125
1738p012,173.875,1.25,173.75,174,1.125,1.375
1738p015,173.875,1.5,173.75,174,1.375,1.625
1738p017,173.875,1.75,173.75,174,1.625,1.875
1738p020,173.875,2,173.75,174,1.875,2.125
1738p022,173.875,2.25,173.75,174,2.125,2.375
1738p025,173.875,2.5,173.75,174,2.375,2.625
1738p027,173.875,2.75,173.75,174,2.625,2.875
1738p030,173.875,3,173.75,174,2.875,3.125
1738p032,173.8664812239221,3.25,173.74130737134908,173.99165507649514,3.125,3.375
1738p035,173.8664812239221,3.5,173.74130737134908,173.99165507649514,3.375,3.625
1741m002,174.125,-0.25,174,174.25,-0.375,-0.125
1741m005,174.125,-0.5,174,174.25,-0.625,-0.375
1741m007,174.125,-0.75,174,174.25,-0.875,-0.625
1741m010,174.125,-1,174,174.25,-1.125,-0.875
1741m012,174.125,-1.25,174,174.25,-1.375,-1.125
1741m015,174.125,-1.5,174,174.25,-1.625,-1.375
1741m017,174.125,-1.75,174,174.25,-1.875,-1.625
1741m020,174.125,-2,174,174.25,-2.125,-1.875
1741m022,174.125,-2.25,174,174.25,-2.375,-2.125
1741m025,174.125,-2.5,174,174.25,-2.625,-2.375
1741m027,174.125,-2.75,174,174.25,-2.875,-2.625
1741m030,174.125,-3,174,174.25,-3.125,-2.875
1741m032,174.11682892906816,-3.25,173.99165507649514,174.2420027816412,-3.375,-3.125
1741m035,174.11682892906816,-3.5,173.99165507649514,174.2420027816412,-3.625,-3.375
1741p000,174.125,0,174,174.25,-0.125,0.125
1741p002,174.125,0.25,174,174.25,0.125,0.375
1741p005,174.125,0.5,174,174.25,0.375,0.625
1741p007,174.125,0.75,174,174.25,0.625,0.875
1741p010,174.125,1,174,174.25,0.875,1.125
1741p012,174.125,1.25,174,174.25,1.125,1.375
1741p015,174.125,1.5,174,174.25,1.375,1.625
1741p017,174.125,1.75,174,174.25,1.625,1.875
1741p020,174.125,2,174,174.25,1.875,2.125
1741p022,174.125,2.25,174,174.25,2.125,2.375
1741p025,174.125,2.5,174,174.25,2.375,2.625
1741p027,174.125,2.75,174,174.25,2.625,2.875
1741p030,174.125,3,174,174.25,2.875,3.125
1741p032,174.11682892906816,3.25,173.99165507649514,174.2420027816412,3.125,3.375
1741p035,174.11682892906816,3.5,173.99165507649514,174.2420027816412,3.375,3.625
1743m002,174.375,-0.25,174.25,174.5,-0.375,-0.125
1743m005,174.375,-0.5,174.25,174.5,-0.625,-0.375
1743m007,174.375,-0.75,174.25,174.5,-0.875,-0.625
1743m010,174.375,-1,174.25,174.5,-1.125,-0.875
1743m012,174.375,-1.25,174.25,174.5,-1.375,-1.125
1743m015,174.375,-1.5,174.25,174.5,-1.625,-1.375
1743m017,174.375,-1.75,174.25,174.5,-1.875,-1.625
1743m020,174.375,-2,174.25,174.5,-2.125,-1.875
1743m022,174.375,-2.25,174.25,174.5,-2.375,-2.125
1743m025,174.375,-2.5,174.25,174.5,-2.625,-2.375
1743m027,174.375,-2.75,174.25,174.5,-2.875,-2.625
1743m030,174.375,-3,174.25,174.5,-3.125,-2.875
1743m032,174.3671766342142,-3.25,174.2420027816412,174.49235048678725,-3.375,-3.125
1743m035,174.3671766342142,-3.5,174.2420027816412,174.49235048678725,-3.625,-3.375
1743p000,174.375,0,174.25,174.5,-0.125,0.125
1743p002,174.375,0.25,174.25,174.5,0.125,0.375
1743p005,174.375,0.5,174.25,174.5,0.375,0.625
1743p007,174.375,0.75,174.25,174.5,0.625,0.875
1743p010,174.375,1,174.25,174.5,0.875,1.125
1743p012,174.375,1.25,174.25,174.5,1.125,1.375
1743p015,174.375,1.5,174.25,174.5,1.375,1.625
1743p017,174.375,1.75,174.25,174.5,1.625,1.875
1743p020,174.375,2,174.25,174.5,1.875,2.125
1743p022,174.375,2.25,174.25,174.5,2.125,2.375
1743p025,174.375,2.5,174.25,174.5,2.375,2.625
1743p027,174.375,2.75,174.25,174.5,2.625,2.875
1743p030,174.375,3,174.25,174.5,2.875,3.125
1743p032,174.3671766342142,3.25,174.2420027816412,174.49235048678725,3.125,3.375
1743p035,174.3671766342142,3.5,174.2420027816412,174.49235048678725,3.375,3.625
1746m002,174.625,-0.25,174.5,174.75,-0.375,-0.125
1746m005,174.625,-0.5,174.5,174.75,-0.625,-0.375
1746m007,174.625,-0.75,174.5,174.75,-0.875,-0.625
1746m010,174.625,-1,174.5,174.75,-1.125,-0.875
1746m012,174.625,-1.25,174.5,174.75,-1.375,-1.125
1746m015,174.625,-1.5,174.5,174.75,-1.625,-1.375
1746m017,174.625,-1.75,174.5,174.75,-1.875,-1.625
1746m020,174.625,-2,174.5,174.75,-2.125,-1.875
1746m022,174.625,-2.25,174.5,174.75,-2.375,-2.125
1746m025,174.625,-2.5,174.5,174.75,-2.625,-2.375
1746m027,174.625,-2.75,174.5,174.75,-2.875,-2.625
1746m030,174.625,-3,174.5,174.75,-3.125,-2.875
1746m032,174.61752433936022,-3.25,174.49235048678725,174.7426981919332,-3.375,-3.125
1746m035,174.61752433936022,-3.5,174.49235048678725,174.7426981919332,-3.625,-3.375
1746p000,174.625,0,174.5,174.75,-0.125,0.125
1746p002,174.625,0.25,174.5,174.75,0.125,0.375
1746p005,174.625,0.5,174.5,174.75,0.375,0.625
1746p007,174.625,0.75,174.5,174.75,0.625,0.875
1746p010,174.625,1,174.5,174.75,0.875,1.125
1746p012,174.625,1.25,174.5,174.75,1.125,1.375
1746p015,174.625,1.5,174.5,174.75,1.375,1.625
1746p017,174.625,1.75,174.5,174.75,1.625,1.875
1746p020,174.625,2,174.5,174.75,1.875,2.125
1746p022,174.625,2.25,174.5,174.75,2.125,2.375
1746p025,174.625,2.5,174.5,174.75,2.375,2.625
1746p027,174.625,2.75,174.5,174.75,2.625,2.875
1746p030,174.625,3,174.5,174.75,2.875,3.125
1746p032,174.61752433936022,3.25,174.49235048678725,174.7426981919332,3.125,3.375
1746p035,174.61752433936022,3.5,174.49235048678725,174.7426981919332,3.375,3.625
1748m002,174.875,-0.25,174.75,175,-0.375,-0.125
1748m005,174.875,-0.5,174.75,175,-0.625,-0.375
1748m007,174.875,-0.75,174.75,175,-0.875,-0.625
1748m010,174.875,-1,174.75,175,-1.125,-0.875
1748m012,174.875,-1.25,174.75,175,-1.375,-1.125
1748m015,174.875,-1.5,174.75,175,-1.625,-1.375
1748m017,174.875,-1.75,174.75,175,-1.875,-1.625
1748m020,174.875,-2,174.75,175,-2.125,-1.875
1748m022,174.875,-2.25,174.75,175,-2.375,-2.125
1748m025,174.875,-2.5,174.75,175,-2.625,-2.375
1748m027,174.875,-2.75,174.75,175,-2.875,-2.625
1748m030,174.875,-3,174.75,175,-3.125,-2.875
1748m032,174.86787204450627,-3.25,174.7426981919332,174.99304589707936,-3.375,-3.125
1748m035,174.86787204450627,-3.5,174.7426981919332,174.99304589707936,-3.625,-3.375
1748p000,174.875,0,174.75,175,-0.125,0.125
1748p002,174.875,0.25,174.75,175,0.125,0.375
1748p005,174.875,0.5,174.75,175,0.375,0.625
1748p007,174.875,0.75,174.75,175,0.625,0.875
1748p010,174.875,1,174.75,175,0.875,1.125
1748p012,174.875,1.25,174.75,175,1.125,1.375
1748p015,174.875,1.5,174.75,175,1.375,1.625
1748p017,174.875,1.75,174.75,175,1.625,1.875
1748p020,174.875,2,174.75,175,1.875,2.125
1748p022,174.875,2.25,174.75,175,2.125,2.375
1748p025,174.875,2.5,174.75,175,2.375,2.625
1748p027,174.875,2.75,174.75,175,2.625,2.875
1748p030,174.875,3,174.75,175,2.875,3.125
1748p032,174.86787204450627,3.25,174.7426981919332,174.99304589707936,3.125,3.375
1748p035,174.86787204450627,3.5,174.7426981919332,174.99304589707936,3.375,3.625
1751m002,175.125,-0.25,175,175.25,-0.375,-0.125
1751m005,175.125,-0.5,175,175.25,-0.625,-0.375
1751m007,175.125,-0.75,175,175.25,-0.875,-0.625
1751m010,175.125,-1,175,175.25,-1.125,-0.875
1751m012,175.125,-1.25,175,175.25,-1.375,-1.125
1751m015,175.125,-1.5,175,175.25,-1.625,-1.375
1751m017,175.125,-1.75,175,175.25,-1.875,-1.625
1751m020,175.125,-2,175,175.25,-2.125,-1.875
1751m022,175.125,-2.25,175,175.25,-2.375,-2.125
1751m025,175.125,-2.5,175,175.25,-2.625,-2.375
1751m027,175.125,-2.75,175,175.25,-2.875,-2.625
1751m030,175.125,-3,175,175.25,-3.125,-2.875
1751m032,175.1182197496523,-3.25,174.99304589707924,175.2433936022253,-3.375,-3.125
1751m035,175.1182197496523,-3.5,174.99304589707924,175.2433936022253,-3.625,-3.375
1751p000,175.125,0,175,175.25,-0.125,0.125
1751p002,175.125,0.25,175,175.25,0.125,0.375
1751p005,175.125,0.5,175,175.25,0.375,0.625
1751p007,175.125,0.75,175,175.25,0.625,0.875
1751p010,175.125,1,175,175.25,0.875,1.125
1751p012,175.125,1.25,175,175.25,1.125,1.375
1751p015,175.125,1.5,175,175.25,1.375,1.625
1751p017,175.125,1.75,175,175.25,1.625,1.875
1751p020,175.125,2,175,175.25,1.875,2.125
1751p022,175.125,2.25,175,175.25,2.125,2.375
1751p025,175.125,2.5,175,175.25,2.375,2.625
1751p027,175.125,2.75,175,175.25,2.625,2.875
1751p030,175.125,3,175,175.25,2.875,3.125
1751p032,175.1182197496523,3.25,174.99304589707924,175.2433936022253,3.125,3.375
1751p035,175.1182197496523,3.5,174.99304589707924,175.2433936022253,3.375,3.625
1753m002,175.375,-0.25,175.25,175.5,-0.375,-0.125
1753m005,175.375,-0.5,175.25,175.5,-0.625,-0.375
1753m007,175.375,-0.75,175.25,175.5,-0.875,-0.625
1753m010,175.375,-1,175.25,175.5,-1.125,-0.875
1753m012,175.375,-1.25,175.25,175.5,-1.375,-1.125
1753m015,175.375,-1.5,175.25,175.5,-1.625,-1.375
1753m017,175.375,-1.75,175.25,175.5,-1.875,-1.625
1753m020,175.375,-2,175.25,175.5,-2.125,-1.875
1753m022,175.375,-2.25,175.25,175.5,-2.375,-2.125
1753m025,175.375,-2.5,175.25,175.5,-2.625,-2.375
1753m027,175.375,-2.75,175.25,175.5,-2.875,-2.625
1753m030,175.375,-3,175.25,175.5,-3.125,-2.875
1753m032,175.36856745479832,-3.25,175.2433936022253,175.49374130737135,-3.375,-3.125
1753m035,175.36856745479832,-3.5,175.2433936022253,175.49374130737135,-3.625,-3.375
1753p000,175.375,0,175.25,175.5,-0.125,0.125
1753p002,175.375,0.25,175.25,175.5,0.125,0.375
1753p005,175.375,0.5,175.25,175.5,0.375,0.625
1753p007,175.375,0.75,175.25,175.5,0.625,0.875
1753p010,175.375,1,175.25,175.5,0.875,1.125
1753p012,175.375,1.25,175.25,175.5,1.125,1.375
1753p015,175.375,1.5,175.25,175.5,1.375,1.625
1753p017,175.375,1.75,175.25,175.5,1.625,1.875
1753p020,175.375,2,175.25,175.5,1.875,2.125
1753p022,175.375,2.25,175.25,175.5,2.125,2.375
1753p025,175.375,2.5,175.25,175.5,2.375,2.625
1753p027,175.375,2.75,175.25,175.5,2.625,2.875
1753p030,175.375,3,175.25,175.5,2.875,3.125
1753p032,175.36856745479832,3.25,175.2433936022253,175.49374130737135,3.125,3.375
1753p035,175.36856745479832,3.5,175.2433936022253,175.49374130737135,3.375,3.625
1756m002,175.625,-0.25,175.5,175.75,-0.375,-0.125
1756m005,175.625,-0.5,175.5,175.75,-0.625,-0.375
1756m007,175.625,-0.75,175.5,175.75,-0.875,-0.625
1756m010,175.625,-1,175.5,175.75,-1.125,-0.875
1756m012,175.625,-1.25,175.5,175.75,-1.375,-1.125
1756m015,175.625,-1.5,175.5,175.75,-1.625,-1.375
1756m017,175.625,-1.75,175.5,175.75,-1.875,-1.625
1756m020,175.625,-2,175.5,175.75,-2.125,-1.875
1756m022,175.625,-2.25,175.5,175.75,-2.375,-2.125
1756m025,175.625,-2.5,175.5,175.75,-2.625,-2.375
1756m027,175.625,-2.75,175.5,175.75,-2.875,-2.625
1756m030,175.625,-3,175.5,175.75,-3.125,-2.875
1756m032,175.61891515994438,-3.25,175.49374130737135,175.7440890125174,-3.375,-3.125
1756m035,175.61891515994438,-3.5,175.49374130737135,175.7440890125174,-3.625,-3.375
1756p000,175.625,0,175.5,175.75,-0.125,0.125
1756p002,175.625,0.25,175.5,175.75,0.125,0.375
1756p005,175.625,0.5,175.5,175.75,0.375,0.625
1756p007,175.625,0.75,175.5,175.75,0.625,0.875
1756p010,175.625,1,175.5,175.75,0.875,1.125
1756p012,175.625,1.25,175.5,175.75,1.125,1.375
1756p015,175.625,1.5,175.5,175.75,1.375,1.625
1756p017,175.625,1.75,175.5,175.75,1.625,1.875
1756p020,175.625,2,175.5,175.75,1.875,2.125
1756p022,175.625,2.25,175.5,175.75,2.125,2.375
1756p025,175.625,2.5,175.5,175.75,2.375,2.625
1756p027,175.625,2.75,175.5,175.75,2.625,2.875
1756p030,175.625,3,175.5,175.75,2.875,3.125
1756p032,175.61891515994438,3.25,175.49374130737135,175.7440890125174,3.125,3.375
1756p035,175.61891515994438,3.5,175.49374130737135,175.7440890125174,3.375,3.625
1758m002,175.875,-0.25,175.75,176,-0.375,-0.125
1758m005,175.875,-0.5,175.75,176,-0.625,-0.375
1758m007,175.875,-0.75,175.75,176,-0.875,-0.625
1758m010,175.875,-1,175.75,176,-1.125,-0.875
1758m012,175.875,-1.25,175.75,176,-1.375,-1.125
1758m015,175.875,-1.5,175.75,176,-1.625,-1.375
1758m017,175.875,-1.75,175.75,176,-1.875,-1.625
1758m020,175.875,-2,175.75,176,-2.125,-1.875
1758m022,175.875,-2.25,175.75,176,-2.375,-2.125
1758m025,175.875,-2.5,175.75,176,-2.625,-2.375
1758m027,175.875,-2.75,175.75,176,-2.875,-2.625
1758m030,175.875,-3,175.75,176,-3.125,-2.875
1758m032,175.8692628650904,-3.25,175.7440890125174,175.99443671766346,-3.375,-3.125
1758m035,175.8692628650904,-3.5,175.7440890125174,175.99443671766346,-3.625,-3.375
1758p000,175.875,0,175.75,176,-0.125,0.125
1758p002,175.875,0.25,175.75,176,0.125,0.375
1758p005,175.875,0.5,175.75,176,0.375,0.625
1758p007,175.875,0.75,175.75,176,0.625,0.875
1758p010,175.875,1,175.75,176,0.875,1.125
1758p012,175.875,1.25,175.75,176,1.125,1.375
1758p015,175.875,1.5,175.75,176,1.375,1.625
1758p017,175.875,1.75,175.75,176,1.625,1.875
1758p020,175.875,2,175.75,176,1.875,2.125
1758p022,175.875,2.25,175.75,176,2.125,2.375
1758p025,175.875,2.5,175.75,176,2.375,2.625
1758p027,175.875,2.75,175.75,176,2.625,2.875
1758p030,175.875,3,175.75,176,2.875,3.125
1758p032,175.8692628650904,3.25,175.7440890125174,175.99443671766346,3.125,3.375
1758p035,175.8692628650904,3.5,175.7440890125174,175.99443671766346,3.375,3.625
1761m002,176.125,-0.25,176,176.25,-0.375,-0.125
1761m005,176.125,-0.5,176,176.25,-0.625,-0.375
1761m007,176.125,-0.75,176,176.25,-0.875,-0.625
1761m010,176.125,-1,176,176.25,-1.125,-0.875
1761m012,176.125,-1.25,176,176.25,-1.375,-1.125
1761m015,176.125,-1.5,176,176.25,-1.625,-1.375
1761m017,176.125,-1.75,176,176.25,-1.875,-1.625
1761m020,176.125,-2,176,176.25,-2.125,-1.875
1761m022,176.125,-2.25,176,176.25,-2.375,-2.125
1761m025,176.125,-2.5,176,176.25,-2.625,-2.375
1761m027,176.125,-2.75,176,176.25,-2.875,-2.625
1761m030,176.125,-3,176,176.25,-3.125,-2.875
1761m032,176.11961057023643,-3.25,175.99443671766335,176.24478442280952,-3.375,-3.125
1761m035,176.11961057023643,-3.5,175.99443671766335,176.24478442280952,-3.625,-3.375
1761p000,176.125,0,176,176.25,-0.125,0.125
1761p002,176.125,0.25,176,176.25,0.125,0.375
1761p005,176.125,0.5,176,176.25,0.375,0.625
1761p007,176.125,0.75,176,176.25,0.625,0.875
1761p010,176.125,1,176,176.25,0.875,1.125
1761p012,176.125,1.25,176,176.25,1.125,1.375
1761p015,176.125,1.5,176,176.25,1.375,1.625
1761p017,176.125,1.75,176,176.25,1.625,1.875
1761p020,176.125,2,176,176.25,1.875,2.125
1761p022,176.125,2.25,176,176.25,2.125,2.375
1761p025,176.125,2.5,176,176.25,2.375,2.625
1761p027,176.125,2.75,176,176.25,2.625,2.875
1761p030,176.125,3,176,176.25,2.875,3.125
1761p032,176.11961057023643,3.25,175.99443671766335,176.24478442280952,3.125,3.375
1761p035,176.11961057023643,3.5,175.99443671766335,176.24478442280952,3.375,3.625
1763m002,176.375,-0.25,176.25,176.5,-0.375,-0.125
1763m005,176.375,-0.5,176.25,176.5,-0.625,-0.375
1763m007,176.375,-0.75,176.25,176.5,-0.875,-0.625
1763m010,176.375,-1,176.25,176.5,-1.125,-0.875
1763m012,176.375,-1.25,176.25,176.5,-1.375,-1.125
1763m015,176.375,-1.5,176.25,176.5,-1.625,-1.375
1763m017,176.375,-1.75,176.25,176.5,-1.875,-1.625
1763m020,176.375,-2,176.25,176.5,-2.125,-1.875
1763m022,176.375,-2.25,176.25,176.5,-2.375,-2.125
1763m025,176.375,-2.5,176.25,176.5,-2.625,-2.375
1763m027,176.375,-2.75,176.25,176.5,-2.875,-2.625
1763m030,176.375,-3,176.25,176.5,-3.125,-2.875
1763m032,176.3699582753825,-3.25,176.24478442280952,176.49513212795546,-3.375,-3.125
1763m035,176.3699582753825,-3.5,176.24478442280952,176.49513212795546,-3.625,-3.375
1763p000,176.375,0,176.25,176.5,-0.125,0.125
1763p002,176.375,0.25,176.25,176.5,0.125,0.375
1763p005,176.375,0.5,176.25,176.5,0.375,0.625
1763p007,176.375,0.75,176.25,176.5,0.625,0.875
1763p010,176.375,1,176.25,176.5,0.875,1.125
1763p012,176.375,1.25,176.25,176.5,1.125,1.375
1763p015,176.375,1.5,176.25,176.5,1.375,1.625
1763p017,176.375,1.75,176.25,176.5,1.625,1.875
1763p020,176.375,2,176.25,176.5,1.875,2.125
1763p022,176.375,2.25,176.25,176.5,2.125,2.375
1763p025,176.375,2.5,176.25,176.5,2.375,2.625
1763p027,176.375,2.75,176.25,176.5,2.625,2.875
1763p030,176.375,3,176.25,176.5,2.875,3.125
1763p032,176.3699582753825,3.25,176.24478442280952,176.49513212795546,3.125,3.375
1763p035,176.3699582753825,3.5,176.24478442280952,176.49513212795546,3.375,3.625
1766m002,176.625,-0.25,176.5,176.75,-0.375,-0.125
1766m005,176.625,-0.5,176.5,176.75,-0.625,-0.375
1766m007,176.625,-0.75,176.5,176.75,-0.875,-0.625
1766m010,176.625,-1,176.5,176.75,-1.125,-0.875
1766m012,176.625,-1.25,176.5,176.75,-1.375,-1.125
1766m015,176.625,-1.5,176.5,176.75,-1.625,-1.375
1766m017,176.625,-1.75,176.5,176.75,-1.875,-1.625
1766m020,176.625,-2,176.5,176.75,-2.125,-1.875
1766m022,176.625,-2.25,176.5,176.75,-2.375,-2.125
1766m025,176.625,-2.5,176.5,176.75,-2.625,-2.375
1766m027,176.625,-2.75,176.5,176.75,-2.875,-2.625
1766m030,176.625,-3,176.5,176.75,-3.125,-2.875
1766m032,176.6203059805285,-3.25,176.49513212795546,176.7454798331015,-3.375,-3.125
1766m035,176.6203059805285,-3.5,176.49513212795546,176.7454798331015,-3.625,-3.375
1766p000,176.625,0,176.5,176.75,-0.125,0.125
1766p002,176.625,0.25,176.5,176.75,0.125,0.375
1766p005,176.625,0.5,176.5,176.75,0.375,0.625
1766p007,176.625,0.75,176.5,176.75,0.625,0.875
1766p010,176.625,1,176.5,176.75,0.875,1.125
1766p012,176.625,1.25,176.5,176.75,1.125,1.375
1766p015,176.625,1.5,176.5,176.75,1.375,1.625
1766p017,176.625,1.75,176.5,176.75,1.625,1.875
1766p020,176.625,2,176.5,176.75,1.875,2.125
1766p022,176.625,2.25,176.5,176.75,2.125,2.375
1766p025,176.625,2.5,176.5,176.75,2.375,2.625
1766p027,176.625,2.75,176.5,176.75,2.625,2.875
1766p030,176.625,3,176.5,176.75,2.875,3.125
1766p032,176.6203059805285,3.25,176.49513212795546,176.7454798331015,3.125,3.375
1766p035,176.6203059805285,3.5,176.49513212795546,176.7454798331015,3.375,3.625
1768m002,176.875,-0.25,176.75,177,-0.375,-0.125
1768m005,176.875,-0.5,176.75,177,-0.625,-0.375
1768m007,176.875,-0.75,176.75,177,-0.875,-0.625
1768m010,176.875,-1,176.75,177,-1.125,-0.875
1768m012,176.875,-1.25,176.75,177,-1.375,-1.125
