CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"21979",175.09543605,1.13915421,175.09543605,1.13915421,17.733,0.04103,0.04229,-18.62,8.86,0.6423,54.61,9.13,0.59,8,0
"65408",223.06693011,-0.29362259,223.06693011,-0.29362259,14.561,0.04341,0.04414,-21.95,5.29,0.1226,98.58,10.92,1.18,8,0
"23144",180.4393966,1.06879331,180.4393966,1.06879331,17.184,0.08389,0.08518,-20.9,2.53,0.6995,109.04,10.63,1.44,3,0
"91697",213.09023813,0.53044097,213.09023813,0.53044097,15.649,0.05377,0.05468,-21.37,3.49,0.2489,24.39,10.64,1.15,8,0
"70114",178.55112438,0.13663055,178.55112438,0.13663055,13.258,0.0038,0.00445,-18.11,8.76,0.0734,13.73999,9.03,0.67,8,0
"77701",214.3783512,0.18603298,214.3783512,0.18603298,18.628,0.05278,0.05367,-19.14,2.7,0.5409,30.619995,10.22,1.74,8,1
"568491",215.30683178,-0.44752584,215.30683178,-0.44752584,16.567,0.10182,0.10273,-21.98,2.75,0.1384,60.130005,10.92,1.3,4,0
"319452",214.48251755,1.8694504,214.48251755,1.8694504,16.057,0.054,0.05488,-20.94,2.63,0.2488,11.139999,10.49,1.19,8,0
"287658",174.39107485,1.81587176,174.39107485,1.81587176,15.986,0.07555,0.07685,-21.84,4.05,0.0555,19.660004,10.95,1.34,8,0
"535428",177.83488271,-0.97410917,177.83488271,-0.97410917,15.887,0.10621,0.10754,-22.78,3.14,0.1689,96.75001,11.28,1.37,4,0
"460349",211.84977917,-1.69345881,211.84977917,-1.69345881,16.779,0.1127,0.11368,-21.93,2.35,0.1175,159.69,10.95,1.38,4,0
"568546",215.49494634,-0.58887008,215.49494634,-0.58887008,18.024,0.05108,0.05195,-18.97,3.52,0.4486,38.309998,9.54,0.93,3,3
"513328",223.32676626,-1.03370725,223.32676626,-1.03370725,17.397,0.08422,0.08498,-20.66,1.24,0.4734,164.88,10.47,1.36,3,0
"32196",183.82603445,-1.1098486,183.82603445,-1.1098486,15.541,0.07595,0.07722,-22.75,5.76,0.1812,84.16998,11.28,1.22,8,0
"543715",212.5512108,-0.87357162,212.5512108,-0.87357162,17.644,0.02534,0.02626,-17.63,0.87,0.092,174.53,8.67,0.5,8,0
"251536",219.22323912,1.90551306,219.22323912,1.90551306,16.466,0.09393,0.09476,-21.89,3.14,0.236,166.53,10.84,1.22,3,0
"237591",211.51035604,1.72025046,211.51035604,1.72025046,15.9,0.04455,0.04547,-20.69,3.93,0.636,109.17999,10.31,1.06,8,0
"551067",138.69653699,-0.47947864,138.69653699,-0.47947864,15.747,0.07005,0.07119,-21.9,4.14,0.2776,55.5,10.96,1.32,8,1
"229220",221.22857872,1.03975596,221.22857872,1.03975596,17.746,0.03551,0.03626,-18.34,0.8,0.1613,160.03,9.37,1.04,8,0
"54917",179.97383992,-0.32519603,179.97383992,-0.32519603,17.858,0.08429,0.08559,-20.19,2.64,0.2011,33.089996,10.33,1.42,3,0
"7969",180.03364558,0.67385043,180.03364558,0.67385043,16.037,0.08554,0.08683,-22.12,5.17,0.1772,161.03,11.02,1.32,8,0
"71100",183.11291284,0.16512682,183.11291284,0.16512682,16.064,0.08246,0.08374,-21.9,2.21,0.1346,112.18,10.51,0.77,3,0
"54200",177.16656597,-0.26592811,177.16656597,-0.26592811,16.936,0.04736,0.04862,-19.77,2.59,0.2811,148.8,9.86,0.96,3,0
"561769",184.79011569,-0.61606794,184.79011569,-0.61606794,18.916,0.05404,0.05527,-18.34,37.34,0.2167,74.88,9.54,1.25,3,1
"559250",176.36075931,-0.45320984,176.36075931,-0.45320984,16.278,0.09217,0.09349,-21.98,4.39,0.0918,0.13000488,10.96,1.33,8,0
"78546",217.65471875,0.15260836,217.65471875,0.15260836,19.141,0.02252,0.02343,-19.65,22.66,0.2634,93.08,10.12,1.26,8,1
"272394",179.24010783,1.28029751,179.24010783,1.28029751,16.516,0.07941,0.0807,-21.37,5.92,0.2793,24.459991,10.62,1.17,3,0
"279324",136.60254148,0.96558748,136.60254148,0.96558748,16.963,0.07036,0.07147,-20.74,4.06,0.1925,34.890015,10.43,1.24,3,0
"107416",219.86173788,1.01747992,219.86173788,1.01747992,16.317,0.08233,0.08314,-21.68,2.66,0.2248,120.92,10.62,1.02,3,0
"107280",219.27495673,0.88835687,219.27495673,0.88835687,17.418,0.07792,0.07874,-20.49,2.75,0.0481,109.979996,10.3,1.21,3,0
"30467",175.39330023,-1.20008287,175.39330023,-1.20008287,17.366,0.07737,0.07868,-20.55,0.47,0.6127,15.850006,10.38,1.29,3,0
"486867",221.86778208,-1.6339264,221.86778208,-1.6339264,14.683,0.04278,0.04354,-21.86,22.79,0.5831,122.46,10.59,0.8,8,0
"91689",212.97755087,0.49781354,212.97755087,0.49781354,16.894,0.05435,0.05526,-20.23,1.89,0.1831,139.31999,10.21,1.17,8,0
"47217",211.88374397,-0.78179774,211.88374397,-0.78179774,18.508,0.05246,0.05339,-20.37,20.53,0.3685,139.52,11.02,2.32,8,1
"739864",221.70857825,-1.9604381,221.70857825,-1.9604381,19.179,0.04325,0.04401,,,,,9.56,0.83,8,3
"3628218",135.25550814,-0.92860701,135.25550814,-0.92860701,15.874,0.08905,0.09017,,,,,10.96,1.14,8,0
"318822",212.68119541,1.82556147,212.68119541,1.82556147,18.423,0.05044,0.05135,-18.83,4.47,0.1932,57.949997,9.53,0.93,3,0
"230880",181.36470368,1.94811987,181.36470368,1.94811987,15.772,0.01864,0.02057,-19.0,4.89,0.4071,14.600006,9.7,1.09,8,0
"279868",139.70682162,1.0185589,139.70682162,1.0185589,16.92,0.08761,0.08878,-21.21,1.62,0.122,6.6100006,10.45,1.03,3,0
"24475",185.82925732,1.06560553,185.82925732,1.06560553,16.325,0.08921,0.09047,-21.89,5.48,0.5632,117.96999,10.76,1.1,3,0
"544891",217.5454332,-1.04100818,217.5454332,-1.04100818,15.555,0.03008,0.0309,-20.19,4.52,0.5314,25.480011,10.15,1.08,8,0
"487168",223.22504218,-1.67959808,223.22504218,-1.67959808,16.565,0.10918,0.10996,-22.08,4.28,0.5854,124.810005,11.0,1.36,4,0
"186476",184.67927326,-1.52203438,184.67927326,-1.52203438,16.589,0.06937,0.07063,-20.98,3.42,0.1884,65.619995,10.34,0.98,3,0
"618992",217.67933956,0.25287565,217.67933956,0.25287565,16.611,0.05486,0.05569,-21.91,4.23,0.5722,157.34,10.81,1.07,8,0
"214258",129.57163171,0.46560939,129.57163171,0.46560939,16.151,0.07658,0.07761,-22.03,19.9,0.5126,126.95,11.16,1.41,8,1
"418831",137.8744731,2.69486066,137.8744731,2.69486066,15.828,0.05491,0.05602,-21.26,7.96,0.1106,142.42,10.33,0.8,8,0
"279880",139.84028178,1.07498141,139.84028178,1.07498141,17.274,0.08816,0.08933,-20.87,3.36,0.5019,73.04001,10.42,1.19,3,0
"144498",180.25110679,-1.38946468,180.25110679,-1.38946468,16.55,0.03537,0.03661,-19.53,2.69,0.4173,129.09,9.86,1.06,8,0
"599329",131.10371408,0.34288565,131.10371408,0.34288565,17.163,0.0145,0.01508,-16.87,2.23,0.3299,151.83,8.4,0.54,8,0
"288844",180.28937195,1.83297334,180.28937195,1.83297334,16.247,0.07809,0.07937,-21.57,4.91,0.1457,87.640015,10.47,0.86,3,0
"37006",214.40019873,-1.08657427,214.40019873,-1.08657427,17.359,0.0868,0.08772,-20.71,3.35,0.7312,90.549995,10.32,1.11,3,0
"376028",131.75028909,1.33268558,131.75028909,1.33268558,16.7,0.0868,0.08787,-21.37,4.25,0.3569,148.52,10.53,1.06,3,0
"372132",134.423281,0.98188798,134.423281,0.98188798,16.826,0.0714,0.07249,-20.89,1.37,0.4552,5.450012,10.54,1.31,3,0
"418693",137.4267795,2.67539833,137.4267795,2.67539833,15.836,0.05128,0.05238,-21.11,2.85,0.4791,154.38,10.62,1.25,8,0
"85239",181.52448394,0.46386349,181.52448394,0.46386349,16.192,0.06084,0.0621,-21.13,2.5,0.2214,77.29999,10.67,1.31,3,0
"377410",137.63722864,1.59889799,137.63722864,1.59889799,15.091,0.05582,0.05693,-22.04,3.65,0.0503,7.860016,10.97,1.23,8,0
"387375",136.04998555,2.4403648,136.04998555,2.4403648,16.496,0.07097,0.07207,-21.13,3.31,0.3708,144.48001,10.53,1.17,3,0
"85160",181.19161463,0.61221478,181.19161463,0.61221478,17.411,0.08713,0.08842,-20.68,1.59,0.6135,17.209991,10.46,1.34,3,0
"107826",222.87421791,0.90117958,222.87421791,0.90117958,18.268,0.0435,0.04423,-18.29,1.59,0.1516,79.23999,9.16,0.8,8,0
"273928",185.74576267,1.34818269,185.74576267,1.34818269,17.221,0.07822,0.07947,-20.67,1.73,0.4998,86.88,10.37,1.22,3,0
"325295",139.59433432,1.86876023,139.59433432,1.86876023,16.748,0.11178,0.11297,-21.98,2.55,0.4643,57.39,10.94,1.34,4,0
"618941",217.44293711,0.30191457,217.44293711,0.30191457,16.019,0.05485,0.05569,-21.03,3.69,0.4815,157.3,10.56,1.22,8,0
"300618",130.25653509,1.15898997,130.25653509,1.15898997,17.376,0.07811,0.07915,-20.57,1.86,0.021,3.980011,10.33,1.2,3,1
"618144",214.46514624,0.2333641,214.46514624,0.2333641,16.663,0.0533,0.05419,-20.33,2.6,0.6616,109.64,10.23,1.17,8,0
"55333",181.59268136,-0.23633911,181.59268136,-0.23633911,18.063,0.03781,0.03904,-17.73,5.21,0.8809,138.4,8.68,0.46,3,0
"396583",174.22246607,1.43209554,174.22246607,1.43209554,16.096,0.07369,0.07499,-21.66,2.89,0.0905,133.99,10.83,1.29,3,0
"300977",131.46700511,1.18909037,131.46700511,1.18909037,16.652,0.06996,0.07101,-20.92,3.05,0.3262,27.979996,10.44,1.15,3,0
"77227",212.44165993,0.06230278,212.44165993,0.06230278,16.697,0.05441,0.05533,-20.33,1.85,0.5078,159.55,10.29,1.23,8,0
"85749",183.85941249,0.52637582,183.85941249,0.52637582,16.588,0.07619,0.07745,-21.24,6.35,0.6981,138.46,10.64,1.24,3,0
"623432",139.05733185,0.70065425,139.05733185,0.70065425,14.823,0.03808,0.03919,-21.44,8.57,0.182,36.460007,10.51,0.9,8,0
"347471",137.88330421,2.23981734,137.88330421,2.23981734,15.324,0.05504,0.05615,-21.78,3.43,0.2537,4.220001,10.87,1.23,8,0
"30847",177.15497546,-1.2128314,177.15497546,-1.2128314,15.575,0.10674,0.10808,-23.11,4.01,0.2349,121.95,11.44,1.41,4,0
"372126",134.52997218,1.10463642,134.52997218,1.10463642,16.534,0.07254,0.07363,-21.22,2.98,0.4819,62.67,10.67,1.3,3,1
"23180",180.58552826,1.19850988,180.58552826,1.19850988,16.462,0.08178,0.08307,-21.57,2.2,0.468,103.81,10.78,1.29,3,0
"209900",135.68853748,0.12371874,135.68853748,0.12371874,16.27,0.0534,0.05449,-20.89,5.14,0.7526,143.62,10.52,1.23,8,1
"107016",218.09979745,1.00782364,218.09979745,1.00782364,16.95,0.07851,0.07935,-20.92,2.03,0.5399,148.54,10.5,1.26,3,0
"508137",216.06867119,-1.6272147,216.06867119,-1.6272147,16.716,0.09279,0.09369,-21.57,2.5,0.2415,114.73,10.8,1.35,3,0
"592294",212.46547776,-0.08301355,212.46547776,-0.08301355,16.053,0.05467,0.05559,-21.01,2.15,0.5316,13.869995,10.55,1.21,8,0
"143180",174.44126323,-1.30745386,174.44126323,-1.30745386,16.276,0.07742,0.07873,-21.59,2.94,0.575,119.24999,10.84,1.33,3,0
"491956",214.0650715,-1.46462571,214.0650715,-1.46462571,16.893,0.03634,0.03722,-19.81,1.26,0.46,64.840004,9.04,-0.11,8,0
"573736",129.85892654,-0.19714267,129.85892654,-0.19714267,17.389,0.05104,0.05205,-19.46,2.57,0.5059,169.78,9.44,0.57,3,0
"106387",215.87793411,0.9184424,215.87793411,0.9184424,18.224,0.03945,0.0403,-18.02,2.65,0.812,124.32,8.68,0.33,3,0
"422921",132.85921906,2.68172647,132.85921906,2.68172647,18.925,0.02853,0.02953,-16.69,3.28,0.7471,71.04001,8.29,0.5,8,0
"145511",185.00041773,-1.29265362,185.00041773,-1.29265362,18.76,0.08773,0.089,-20.45,2.07,0.7859,70.76001,10.56,1.41,3,1
"227964",215.52718349,1.1629066,215.52718349,1.1629066,17.34,0.05497,0.05584,-19.67,2.38,0.1648,140.38998,9.49,0.53,3,0
"618084",214.24046411,0.25193995,214.24046411,0.25193995,17.747,0.05311,0.054,-19.19,1.85,0.16,118.49,9.42,0.7,3,0
"321022",220.702086,1.63976897,220.702086,1.63976897,18.208,0.02635,0.02709,-17.18,3.72,0.7072,63.690002,8.47,0.48,8,0
"227223",212.6710636,1.33941466,212.6710636,1.33941466,15.654,0.05469,0.0556,-21.46,3.69,0.1125,88.06,10.31,0.67,8,0
"508481",217.19132189,-1.58182167,217.19132189,-1.58182167,16.89,0.05579,0.05664,-20.12,3.73,0.1552,57.800003,10.0,0.96,8,0
"99932",185.02575191,0.96120554,185.02575191,0.96120554,16.991,0.09034,0.09161,-21.2,2.73,0.2107,21.430008,10.32,0.87,3,0
"91458",212.08026693,0.62251734,212.08026693,0.62251734,17.442,0.04094,0.04185,-18.82,4.06,0.4335,160.81,8.95,0.28,3,0
"422501",131.20912142,2.56391963,131.20912142,2.56391963,18.148,0.04984,0.05086,-18.64,1.87,0.185,16.359985,9.43,0.97,3,0
"509178",219.91752297,-1.55615279,219.91752297,-1.55615279,17.996,0.02677,0.02753,-17.44,4.92,0.2718,40.190002,8.54,0.43,8,0
"238085",213.16654452,1.75490355,213.16654452,1.75490355,15.666,0.01769,0.01911,-18.97,7.98,0.3434,108.89001,9.21,0.5,8,0
"99464",182.94458507,0.98954888,182.94458507,0.98954888,16.859,0.0208,0.02244,-18.1,6.57,0.7665,119.35,9.35,1.09,8,0
"144239",179.38262402,-1.25293218,179.38262402,-1.25293218,14.453,0.01831,0.02029,-20.21,14.86,0.7617,140.87001,10.06,0.93,8,0
"388451",140.1676866,2.45193049,140.1676866,2.45193049,16.674,0.01214,0.01313,-17.1,7.24,0.6562,51.51999,8.43,0.46,8,0
"618291",215.12413422,0.38473377,215.12413422,0.38473377,18.522,0.03621,0.03707,-17.53,1.87,0.6699,111.46001,8.77,0.69,3,0
"240312",221.91452446,1.4483021,221.91452446,1.4483021,16.659,0.10409,0.10488,-21.94,3.39,0.5351,129.05,10.9,1.29,4,0
"550771",137.36966748,-0.43406654,137.36966748,-0.43406654,19.116,0.06431,0.06543,-21.0,4.09,0.5595,7.699997,11.04,1.4,8,1
"48433",217.04583081,-0.72214259,217.04583081,-0.72214259,15.508,0.07263,0.07349,-22.22,3.98,0.6157,36.910004,11.07,1.31,8,0
"23593",182.32194058,1.15158193,182.32194058,1.15158193,18.025,0.01982,0.02159,-16.79,2.42,0.3895,69.609985,8.51,0.73,8,0
"509080",219.66127927,-1.56506462,219.66127927,-1.56506462,17.167,0.05725,0.05806,-19.97,1.35,0.6633,179.9,10.11,1.19,8,0
"198503",139.76574962,-0.81766194,139.76574962,-0.81766194,17.276,0.01664,0.01761,-17.1,2.51,0.4562,19.519989,8.58,0.64,8,0
"376121",132.1177753,1.39725819,132.1177753,1.39725819,14.58,0.05149,0.05253,-22.33,6.36,0.4167,170.12,11.02,1.14,8,0
"558846",174.10004159,-0.49682254,174.10004159,-0.49682254,17.638,0.02239,0.02386,-17.42,5.36,0.7079,92.87,8.37,0.24,8,0
"418448",136.20931236,2.50647916,136.20931236,2.50647916,16.832,0.05466,0.05575,-20.18,2.03,0.5407,131.92,9.98,0.91,3,0
"402542",175.81860791,1.9402195,175.81860791,1.9402195,16.126,0.07577,0.07707,-21.68,3.41,0.5752,63.550003,10.82,1.26,3,0
"227233",212.77144752,1.35846317,212.77144752,1.35846317,17.251,0.05497,0.05588,-19.9,1.62,0.6106,161.32,10.12,1.24,8,1
"98991",180.75409328,0.91126372,180.75409328,0.91126372,16.629,0.07841,0.07969,-21.22,2.08,0.1804,99.01001,10.64,1.27,3,0
"386789",134.01323512,2.29257986,134.01323512,2.29257986,19.458,0.07436,0.07544,,0.78,0.064,102.40001,11.13,2.92,8,1
"534626",174.18034186,-0.90279275,174.18034186,-0.90279275,16.996,0.04633,0.0476,-19.75,2.17,0.4278,79.29999,10.08,1.22,8,1
"419578",140.53262234,2.73510506,140.53262234,2.73510506,16.546,0.08875,0.08992,-21.62,4.53,0.3174,30.04,10.68,1.14,3,0
"71310",184.28733227,0.05672017,184.28733227,0.05672017,17.329,0.07544,0.0767,-20.43,1.37,0.3002,112.759995,10.36,1.32,3,0
"302684",138.81099817,1.51066334,138.81099817,1.51066334,16.674,0.0547,0.05582,-20.38,2.53,0.5646,20.199997,10.36,1.28,8,0
"30918",177.3351683,-1.08194746,177.3351683,-1.08194746,18.918,0.01981,0.02159,-16.51,1.52,0.3404,107.3,8.63,0.99,8,0
"250192",214.30230451,1.9919127,214.30230451,1.9919127,15.79,0.05597,0.05685,-21.32,4.66,0.6496,138.29,10.67,1.23,8,0
"177247",176.13473616,-1.97759161,176.13473616,-1.97759161,16.593,0.07667,0.07798,-21.24,2.9,0.2219,59.97,10.67,1.31,3,0
"69752",176.39835362,0.0190483,176.39835362,0.0190483,16.328,0.05835,0.05963,-20.85,2.56,0.3609,164.57,10.37,1.06,8,0
"521749",130.81900023,2.92651825,130.81900023,2.92651825,16.106,0.07857,0.07961,-21.87,6.29,0.6237,100.590004,10.98,1.39,8,0
"618942",217.45103002,0.28289426,217.45103002,0.28289426,16.05,0.05578,0.05662,-21.04,3.58,0.1392,91.09,10.56,1.22,8,0
"79834",223.40383866,0.0057066,223.40383866,0.0057066,15.08,0.04387,0.04459,-21.51,3.19,0.0307,141.17,10.8,1.25,8,0
"198631",140.21921598,-0.767935,140.21921598,-0.767935,16.165,0.0557,0.05684,-20.95,3.38,0.3084,136.73,10.49,1.18,8,0
"534622",174.26374466,-0.91385837,174.26374466,-0.91385837,18.604,0.05899,0.06028,-21.9,1.04,0.6693,118.09,10.73,0.96,3,3
"288853",180.41565931,1.79837145,180.41565931,1.79837145,15.808,0.07767,0.07895,-22.07,5.62,0.0859,54.820007,10.81,1.04,3,0
"417440",131.12793191,2.29491763,131.12793191,2.29491763,14.416,0.05062,0.05164,-22.49,4.51,0.0195,77.119995,11.21,1.29,8,0
"288692",179.79747496,1.71023049,179.79747496,1.71023049,16.227,0.07734,0.07862,-21.67,2.35,0.4257,77.79001,10.8,1.25,3,0
"376513",133.9801939,1.36846861,133.9801939,1.36846861,16.166,0.10947,0.11059,-22.89,1.76,0.1725,63.47,11.49,1.49,4,0
"600915",137.99953855,0.33900255,137.99953855,0.33900255,15.337,0.05416,0.05527,-21.7,3.78,0.4734,178.70999,10.8,1.19,8,0
"16638",219.62270966,0.79336319,219.62270966,0.79336319,16.444,0.08273,0.08355,-21.53,6.06,0.7396,120.97,10.62,1.07,3,0
"380801",130.14479305,1.84837592,130.14479305,1.84837592,17.139,0.05078,0.05179,-19.78,2.46,0.3915,14.089996,9.6,0.62,3,0
"279818",139.43876422,1.05542467,139.43876422,1.05542467,15.798,0.02727,0.02832,-19.7,7.24,0.2086,22.89,9.54,0.55,8,0
"386674",133.57539482,2.28251824,133.57539482,2.28251824,18.066,0.05777,0.05883,-19.09,3.24,0.3049,126.64,9.42,0.76,3,0
"300372",129.29410089,1.00136297,129.29410089,1.00136297,17.739,0.03935,0.04034,-18.54,1.43,0.1799,88.22,9.16,0.67,8,0
"62145",211.50593527,-0.31055397,211.50593527,-0.31055397,14.332,0.02457,0.02553,-20.95,10.46,0.107,114.59,10.19,0.74,8,0
"486863",221.91648389,-1.74941907,221.91648389,-1.74941907,15.963,0.07668,0.07746,-21.82,2.56,0.3127,76.359985,10.69,1.0,3,1
"228767",218.63083073,1.18792222,218.63083073,1.18792222,17.228,0.03034,0.03113,-18.46,1.33,0.2977,17.399994,9.11,0.64,8,0
"31984",182.83424631,-1.06600636,182.83424631,-1.06600636,16.479,0.08163,0.08291,-21.45,4.42,0.439,2.2799911,10.49,0.94,3,0
"324123",134.48691783,1.62457485,134.48691783,1.62457485,18.091,0.04083,0.04188,-18.25,1.29,0.5229,134.7,8.88,0.45,3,0
"30619",176.17044221,-1.15414162,176.17044221,-1.15414162,17.359,0.07742,0.07873,-20.47,2.95,0.6716,149.67,10.43,1.39,3,0
"230813",181.17168489,1.99692268,181.17168489,1.99692268,17.62,0.02256,0.02401,-17.61,4.65,0.3042,153.77,9.02,0.93,8,0
"78531",217.59157793,0.12183097,217.59157793,0.12183097,16.917,0.05543,0.05627,-21.51,3.55,0.3342,55.72,10.73,1.18,8,0
"145461",184.67167449,-1.30293213,184.67167449,-1.30293213,17.304,0.08037,0.08164,-20.67,3.64,0.7549,91.159996,10.51,1.39,3,0
"100120",185.63900802,1.02033747,185.63900802,1.02033747,16.377,0.0766,0.07785,-21.54,8.59,0.7673,4.139984,10.81,1.32,3,0
"183882",174.04835511,-1.41836691,174.04835511,-1.41836691,15.928,0.06031,0.0616,-21.42,7.08,0.4078,81.0,10.6,1.06,3,0
"593807",217.89266184,-0.20090512,217.89266184,-0.20090512,17.585,0.09413,0.09499,-20.72,1.01,0.3752,153.5,10.37,1.23,3,0
"9037",184.73929105,0.81262041,184.73929105,0.81262041,16.818,0.0894,0.09067,-21.38,4.66,0.2329,4.199997,10.44,0.94,3,0
"278559",132.39561337,0.84647721,132.39561337,0.84647721,16.676,0.0654,0.06646,-20.78,4.38,0.7137,45.70999,10.32,1.04,3,0
"62364",212.54004722,-0.28334105,212.54004722,-0.28334105,17.729,0.05338,0.0543,-19.28,5.04,0.8251,127.98,9.56,0.83,3,0
"549690",132.44010005,-0.58649106,132.44010005,-0.58649106,17.345,0.04722,0.04826,-19.33,3.34,0.3234,29.660004,9.42,0.61,3,0
"144073",178.89264335,-1.35452792,178.89264335,-1.35452792,16.465,0.08205,0.08335,-21.56,3.7,0.7485,23.849998,10.6,1.04,3,0
"17362",223.16567102,0.79562071,223.16567102,0.79562071,17.882,0.03479,0.03551,-18.08,1.69,0.1664,51.33,8.88,0.55,3,0
"517786",133.66019509,2.59197506,133.66019509,2.59197506,19.52,0.05861,0.05967,,3.99,0.2061,17.339996,11.33,2.56,8,1
"492700",217.92306319,-1.37700201,217.92306319,-1.37700201,17.662,0.09337,0.09423,-20.67,3.18,0.7538,97.69,10.41,1.28,3,0
"55882",183.83397386,-0.39804955,183.83397386,-0.39804955,16.312,0.02081,0.02246,-18.66,8.22,0.8473,14.970001,9.38,0.85,8,0
"537357",184.88884904,-0.85542081,184.88884904,-0.85542081,19.48,0.03988,0.0411,-16.97,2.91,0.8194,145.0,8.65,0.81,3,0
"387687",137.45650546,2.47192279,137.45650546,2.47192279,16.723,0.01282,0.01367,-17.12,4.75,0.5024,122.17999,8.53,0.56,8,0
"239719",218.70063296,1.59045055,218.70063296,1.59045055,17.515,0.05573,0.05654,-19.49,4.78,0.6809,163.31,9.41,0.52,3,0
"77155",212.01332028,0.04929548,212.01332028,0.04929548,16.728,0.08556,0.08651,-21.32,3.53,0.6102,120.53,10.35,0.83,3,0
"375904",131.2701537,1.40141056,131.2701537,1.40141056,17.517,0.01369,0.01426,-16.45,3.54,0.3455,122.79001,8.07,0.34,8,0
"8490",182.64151656,0.67148036,182.64151656,0.67148036,18.158,0.01998,0.02173,-17.42,2.42,0.2819,66.0,9.05,1.05,8,0
"273256",182.92730734666668,1.35203449,182.92814068,1.35203449,18.592,0.02048,0.02216,-16.45,4.16,0.4617,179.10999,8.24,0.56,8,5
"319396",214.34554477,1.9062675,214.34554477,1.9062675,17.363,0.05613,0.05701,-19.74,3.13,0.6772,158.15,9.95,1.11,3,1
"93828",222.53561466,0.61459271,222.53561466,0.61459271,16.39,0.04047,0.04121,-19.93,5.75,0.6921,168.16,10.05,1.09,8,0
"522166",133.05044818,2.95538004,133.05044818,2.95538004,17.215,0.02871,0.02972,-18.38,2.66,0.3689,35.47,8.94,0.47,8,0
"196948",133.39702644,-0.71001657,133.39702644,-0.71001657,16.873,0.06115,0.06222,-20.5,3.98,0.7434,13.369995,10.37,1.23,3,1
"486834",221.74482813,-1.78888711,221.74482813,-1.78888711,16.896,0.04349,0.04425,-19.58,5.99,0.8545,160.37,9.75,0.89,8,0
"47286",212.14283282,-0.78980702,212.14283282,-0.78980702,18.297,0.02548,0.0264,-17.01,2.39,0.6822,51.14,8.51,0.63,8,0
"296685",212.82564611,1.43318754,212.82564611,1.43318754,16.724,0.02552,0.02642,-18.69,6.5,0.1489,71.59,9.31,0.77,8,0
"585314",182.23166335,-0.0925008,182.23166335,-0.0925008,17.44,0.04055,0.04178,-18.9,3.11,0.7105,47.100006,9.18,0.53,8,0
"380578",129.247198,1.79203711,129.247198,1.79203711,14.147,0.0131,0.01357,-19.94,14.48,0.0878,148.5,10.15,1.16,8,0
"289097",181.14178909,1.80160352,181.14178909,1.80160352,13.563,0.0187,0.02063,-21.51,11.87,0.4437,154.94,10.76,1.15,8,0
"485047",213.80041654,-1.89855903,213.80041654,-1.89855903,16.238,0.04769,0.04859,-20.47,3.15,0.7945,132.73,10.28,1.14,8,0
"491505",212.14943089,-1.51113276,212.14943089,-1.51113276,18.108,0.07575,0.0767,-20.3,12.42,0.4673,34.0,10.36,1.25,3,1
"325007",138.31550302,1.86724656,138.31550302,1.86724656,14.779,0.05541,0.05652,-22.31,5.33,0.2838,61.5,10.97,1.09,8,0
"618929",217.41929641,0.36639871,217.41929641,0.36639871,14.406,0.05576,0.0566,-22.81,4.35,0.0039,111.81,11.33,1.3,8,0
"49784",222.57312732,-0.65014115,222.57312732,-0.65014115,16.072,0.04278,0.04352,-20.42,3.06,0.313,122.57001,10.24,1.1,8,0
"22595",178.31624751,1.21121208,178.31624751,1.21121208,15.731,0.07903,0.08032,-22.29,3.68,0.4436,28.220001,11.12,1.36,8,0
"177234",176.11437041,-1.97372783,176.11437041,-1.97372783,17.434,0.08054,0.08185,-20.53,1.58,0.3265,41.62001,10.33,1.23,3,0
"71178",183.42229892,0.19650743,183.42229892,0.19650743,15.67,0.07465,0.07591,-22.11,4.46,0.249,26.289993,11.0,1.27,8,0
"601017",138.345345,0.26644709,138.345345,0.26644709,17.328,0.08023,0.08138,-20.6,1.83,0.3817,143.47,10.35,1.21,3,0
"544259",214.63431747,-0.8501611,214.63431747,-0.8501611,17.238,0.04888,0.04976,-19.66,2.64,0.1477,43.059998,9.86,1.02,3,0
"372539",136.29750278,1.02415451,136.29750278,1.02415451,15.581,0.05163,0.05272,-19.1,4.83,0.801,48.800003,10.36,1.8,8,1
