CUBEIDPUB,CUBEID,CATID,PA_STELKIN,PA_STELKIN_ERR,SIGMA_RE,SIGMA_RE_ERR,LAMBDAR_RE,LAMBDAR_RE_ERR,VSIGMA_RE,VSIGMA_RE_ERR,MEAN_K51_RE,APER_CORR_FLAG
"55648_A","55648_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","55648",91.5,29.916666,47.262894,4.6077933,,,,,,
"55684_A","55684_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","55684",200.5,4.8333335,76.01594,2.7741692,0.47403175,0.031761646,0.54910517,0.04451393,0.060734145,0.0
"55905_A","55905_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","55905",203.0,19.749998,,,,,,,,
"56055_A","56055_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","56055",263.0,6.75,54.48755,2.5700448,,,,,,
"56061_A","56061_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","56061",135.5,29.916666,50.10984,5.2573767,,,,,,
"56064_C","56064_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","56064",,,,,,,,,,
"56064_D","56064_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","56064",,,,,,,,,,
"56064_B","56064_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56064",,,,,,,,,,
"56064_A","56064_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56064",152.0,0.8333333,87.29218,1.1478906,0.49200317,0.0052724597,0.52492684,0.0064613544,0.024802156,0.0
"56140_A","56140_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56140",191.0,0.5833333,249.21362,1.412665,0.37625545,0.0031357573,0.4475434,0.0038802533,0.0131405,0.0
"56140_B","56140_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56140",,,,,,,,,,
"56140_D","56140_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","56140",,,,,,,,,,
"56140_C","56140_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","56140",,,,,,,,,,
"56181_A","56181_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","56181",56.0,3.0833333,88.369576,1.8577719,0.18050683,0.015336766,0.1963052,0.0147472555,0.021034053,0.0
"56183_A","56183_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56183",,,,,,,,,,
"56183_B","56183_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","56183",,,,,,,,,,
"56183_C","56183_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","56183",,,,,,,,,,
"62145_A","62145_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","62145",292.5,1.1666666,,,0.5738055,0.009454906,0.7238818,0.012530448,,1.0
"62239_A","62239_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","62239",20.0,1.3333334,125.134346,1.4166105,0.4106771,0.0074181734,0.3963215,0.0070648245,0.033540927,1.0
"62244_A","62244_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","62244",159.0,2.1666667,166.53181,2.4634209,,,,,,
"62412_A","62412_blue_red_7_Y13SAR1_P009_15T013_2013_03_05-2013_03_17","62412",75.5,13.75,,,,,,,0.12366741,
"62435_A","62435_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","62435",205.0,11.25,43.515842,2.8453732,,,,,,
"62593_B","62593_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","62593",,,,,,,,,,
"62593_A","62593_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","62593",,,,,,,,,,
"227079_A","227079_blue_red_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12","227079",352.0,29.916666,45.2647,7.1735168,,,,,,
"227123_A","227123_blue_red_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12","227123",318.5,1.0833334,108.32857,1.4740394,0.36405978,0.012294871,0.4217326,0.0142931705,0.03831098,0.0
"227134_A","227134_blue_red_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12","227134",,,,,,,,,,
"227168_A","227168_blue_red_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12","227168",135.0,29.916666,,,,,,,,
"227176_A","227176_blue_red_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16","227176",114.0,2.0833333,57.579746,1.8057277,0.46096954,0.018072395,0.55776304,0.0228157,0.070394814,1.0
"227223_A","227223_blue_red_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10","227223",99.5,1.4166666,79.45722,1.6682316,0.4680252,0.013689629,0.5861152,0.021249559,0.059725672,0.0
"227230_A","227230_blue_red_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16","227230",271.5,2.8333333,,,0.43992558,0.02454747,0.5336146,0.02996299,0.11377633,1.0
"227264_A","227264_blue_red_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16","227264",273.5,0.5833333,130.8561,0.82527363,0.43967944,0.0036132184,0.49224105,0.004174506,0.027005257,0.0
"227266_A","227266_blue_red_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10","227266",206.0,4.4166665,,,0.062255148,0.0027589332,0.064609975,0.0024031142,0.25680172,1.0
"227278_A","227278_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","227278",289.0,2.0833333,154.1339,1.6419635,,,,,,
"227289_A","227289_blue_red_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10","227289",166.5,29.916666,,,,,,,,
"227290_A","227290_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227290",,,,,,,,,,
"227290_B","227290_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227290",,,,,,,,,,
"227290_C","227290_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","227290",,,,,,,,,,
"227317_A","227317_blue_red_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10","227317",86.5,29.916666,38.991695,4.3965387,,,,,,
"227351_A","227351_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227351",136.5,9.75,,,0.48858267,0.022633009,0.6266158,0.035433173,,1.0
"227351_B","227351_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227351",,,,,,,,,,
"227351_C","227351_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","227351",,,,,,,,,,
"227371_A","227371_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","227371",,,,,,,,,,
"227407_A","227407_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227407",,,,,,,,,,
"227407_B","227407_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","227407",,,,,,,,,,
"227407_C","227407_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","227407",,,,,,,,,,
"227428_A","227428_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","227428",288.0,4.3333335,89.95639,3.4662242,0.4142101,0.030783806,0.4782305,0.04261486,0.15982479,0.0
"227572_A","227572_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","227572",112.5,4.25,66.56606,2.9092355,0.25839642,0.030010123,0.30854887,0.03474458,0.33235762,0.0
"227607_A","227607_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01","227607",281.5,1.75,,,0.6801229,0.01238533,0.949437,0.019985775,,1.0
"227607_B","227607_blue_red_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20","227607",,,,,,,,,,
"227611_A","227611_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","227611",307.0,0.9166667,227.14713,1.5732776,0.3147442,0.0049472596,0.34390137,0.00511637,0.018408861,0.0
"227611_B","227611_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","227611",,,,,,,,,,
"227614_A","227614_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","227614",131.5,3.9166667,90.40948,2.6931167,0.2711192,0.02392064,0.303689,0.024266886,0.07933986,0.0
"227617_A","227617_blue_red_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20","227617",272.0,10.333333,120.06133,3.4975457,0.24566005,0.01959132,0.28345704,0.020673104,0.22479345,1.0
"227618_A","227618_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","227618",103.5,2.4166667,80.31097,2.31845,0.44302857,0.019787442,0.5052397,0.026408365,0.08365248,0.0
"227673_A","227673_blue_red_6_Y14SAR4_P001_15T087_2014_05_23-2014_06_01","227673",303.5,14.583333,49.580223,5.931434,,,,,,
"227673_B","227673_blue_red_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20","227673",,,,,,,,,,
"70777_A","70777_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","70777",131.5,18.08333,37.6306,5.218856,,,,,,
"70802_A","70802_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","70802",261.5,3.0,251.52089,1.6718457,0.055525012,0.0040221578,0.06249592,0.0037184053,0.12657584,0.0
"70808_A","70808_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","70808",345.5,29.499998,88.64072,1.3406321,0.06246788,0.011777631,0.07049757,0.011706072,0.27661377,0.0
"70929_A","70929_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","70929",115.5,0.75,,,0.73949987,0.005716301,1.1044064,0.010223634,0.047149915,1.0
"71099_A","71099_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","71099",275.5,29.916666,,,,,,,,
"71117_A","71117_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","71117",73.5,29.83333,,,,,,,,
"71146_A","71146_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","71146",58.5,29.916666,,,,,,,,
"71178_A","71178_blue_red_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12","71178",205.5,4.4166665,179.96753,2.1208296,0.17051724,0.009070979,0.18213667,0.008160293,0.04957075,0.0
"71269_A","71269_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","71269",110.5,29.916666,44.91109,5.544337,,,,,,
"71352_A","71352_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","71352",,,,,,,,,,
"71382_A","71382_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","71382",183.0,7.4166656,49.89451,4.2519736,,,,,,
"77226_A","77226_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","77226",72.0,3.1666667,117.954285,2.758635,0.39762428,0.018021395,0.48559874,0.02149796,0.04763661,0.0
"77227_A","77227_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","77227",166.5,2.1666667,133.933,1.6167513,0.16261607,0.011087205,0.18301784,0.011234502,,0.0
"77373_A","77373_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","77373",184.0,29.83333,49.814117,8.695992,,,,,,
"77445_B","77445_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","77445",,,,,,,,,,
"77445_A","77445_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","77445",210.5,29.916666,42.2184,10.581419,,,,,,
"77446_A","77446_blue_red_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10","77446",233.0,2.0833333,71.65503,1.5190402,0.48064265,0.012480407,0.54081166,0.015465185,0.05132934,0.0
"77452_B","77452_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","77452",,,,,,,,,,
"77452_A","77452_blue_red_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01","77452",30.0,1.25,87.09447,1.297729,0.6406196,0.007476667,0.93744385,0.017114582,0.036315184,0.0
"77710_A","77710_blue_red_7_Y13SAR1_P014_15T029_2013_04_12-2013_04_16","77710",300.0,0.9166667,121.9692,1.7450835,0.32433358,0.01276054,0.38113353,0.0151710315,0.030129947,0.0
"77754_A","77754_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","77754",161.5,1.1666666,116.85762,1.9063256,0.588702,0.008368125,0.77672434,0.014906144,0.03586797,0.0
"77845_A","77845_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01","77845",357.0,29.916666,,,,,,,,
"77967_A","77967_blue_red_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01","77967",,,,,,,,,,
"78355_B","78355_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","78355",351.5,1.0833334,168.77599,2.3403752,0.45470387,0.009900898,0.5802321,0.013729928,0.02487269,0.0
"78355_A","78355_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","78355",,,,,,,,,,
"78406_B","78406_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","78406",227.0,26.666666,51.441425,9.764531,,,,,,
"78406_A","78406_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","78406",,,,,,,,,,
"78425_A","78425_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","78425",,,,,,,,,,
"78425_B","78425_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","78425",,,,,,,,,,
"78523_A","78523_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","78523",162.5,2.5,92.27973,2.2452803,0.5494569,0.01846834,0.73201936,0.03461917,0.030763809,0.0
"78530_A","78530_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","78530",279.5,1.75,173.94888,1.6957587,0.25922555,0.0065316223,0.27866834,0.0065031373,0.051468857,0.0
"78531_A","78531_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","78531",36.5,0.75,144.4002,1.6325921,0.43719742,0.008673482,0.5384173,0.0112362355,0.024778266,0.0
"78634_A","78634_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","78634",10.0,1.4166666,130.42058,1.8321576,0.28748763,0.014021521,0.33897623,0.014986127,0.030126024,0.0
"544853_A","544853_blue_red_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13","544853",,,,,,,,,,
"78667_A","78667_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","78667",296.5,3.1666667,77.52977,3.307438,0.5126475,0.019339016,0.6486394,0.0271525,0.07414723,1.0
"78791_A","78791_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","78791",64.0,6.9166665,51.890785,2.4077578,,,,,0.057159178,
"78827_A","78827_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","78827",333.0,1.0,95.77958,0.6285221,0.24627523,0.004737887,0.2514189,0.0045703594,0.020494439,0.0
"78921_A","78921_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","78921",259.5,8.25,,,,,,,,
"79098_A","79098_blue_red_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19","79098",196.5,29.916666,,,,,,,,
"79329_A","79329_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","79329",310.0,29.83333,,,,,,,,
"79335_A","79335_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","79335",,,,,,,,,,
"79444_A","79444_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","79444",298.0,29.83333,50.28574,6.712222,,,,,,
"79529_A","79529_blue_red_7_Y17SAR2_P005_15T123_2018_04_09-2018_04_19","79529",237.5,29.916666,,,,,,,,
"79601_A","79601_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","79601",126.0,29.916666,56.844494,6.2018023,,,,,,
"79635_A","79635_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","79635",136.5,1.0,,,0.7307703,0.0077583343,1.1638781,0.019022841,,1.0
"79670_A","79670_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","79670",248.5,5.9166665,69.19151,3.6121776,0.49060905,0.04912467,0.6484685,0.07802624,0.10382997,0.0
"79689_A","79689_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","79689",46.5,29.916666,37.348446,9.985453,,,,,,
"79690_A","79690_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","79690",281.5,29.916666,60.72412,6.839444,,,,,,
"79693_A","79693_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","79693",188.0,2.25,75.68302,2.0602849,0.5699393,0.01707316,0.7313345,0.030312724,0.03448586,0.0
"79706_A","79706_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02","79706",,,,,,,,,,
"79706_C","79706_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22","79706",229.5,29.916666,55.26873,3.9828944,,,,,,
"79706_B","79706_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01","79706",,,,,,,,,,
"79710_A","79710_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","79710",144.0,29.916666,,,,,,,,
"79711_A","79711_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","79711",38.5,1.3333334,130.20557,1.2206413,0.32511282,0.009658297,0.35827696,0.010574534,0.04557346,0.0
"79712_A","79712_blue_red_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17","79712",84.5,29.916666,,,,,,,,
"79733_A","79733_blue_red_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05","79733",345.5,2.5,76.893654,0.7493917,0.168158,0.0062480536,0.17396542,0.005946533,0.060300797,0.0
"79734_B","79734_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01","79734",,,,,,,,,,
"79734_A","79734_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02","79734",76.0,4.9166665,51.678787,3.2055798,,,,,,0.0
"79734_C","79734_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22","79734",,,,,,,,,,
"79750_A","79750_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","79750",321.0,13.749999,176.97415,1.8817502,0.067292556,0.00958063,0.07762834,0.009801516,0.39190486,0.0
"79771_A","79771_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","79771",157.0,29.916666,57.169083,8.843769,,,,,,
"79810_B","79810_blue_red_10_Y14SAR3_P007_15T082_2017_04_19-2017_05_01","79810",,,,,,,,,,
"79810_C","79810_blue_red_6_Y14SAR3_P007_15T082_2018_03_12-2018_03_22","79810",,,,,,,,,,
"79810_A","79810_blue_red_13_Y14SAR3_P007_15T082_2017_03_24-2017_04_02","79810",279.5,13.75,75.35465,1.1502255,,,,,,0.0
"79850_A","79850_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","79850",290.5,5.0833335,81.03102,3.805052,0.4630961,0.041282453,0.5628307,0.057948843,0.08196415,0.0
"79866_A","79866_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","79866",286.5,1.5,171.94785,1.2238675,0.2130618,0.006131621,0.2202443,0.005728316,0.052576214,0.0
"84048_A","84048_blue_red_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01","84048",119.5,29.916666,58.511017,4.54955,0.52571,0.064566515,0.63808423,0.07602925,0.85452205,1.0
"84073_A","84073_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","84073",,,,,,,,,,
"544958_A","544958_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13","544958",292.5,0.5833333,,,0.6473718,0.0048705763,0.91227955,0.009761993,0.014576048,1.0
"545157_A","545157_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19","545157",3.0,10.166664,,,,,,,,
"545306_A","545306_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19","545306",17.5,2.75,67.83353,2.3335419,0.5164682,0.02794527,0.68234074,0.037031066,0.085348316,1.0
"545411_A","545411_blue_red_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19","545411",321.5,7.1666665,57.37577,3.4723637,,,,,0.1129534,
"545903_A","545903_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545903",95.0,0.5,181.27702,1.2628849,0.45166513,0.0037794807,0.5462929,0.004941372,0.03099849,0.0
"545903_C","545903_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","545903",,,,,,,,,,
"545903_B","545903_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545903",,,,,,,,,,
"545925_A","545925_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545925",86.0,1.8333334,,,0.47603863,0.010158661,0.5934392,0.0127123175,,1.0
"545925_C","545925_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","545925",,,,,,,,,,
"545925_B","545925_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545925",,,,,,,,,,
"545986_A","545986_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545986",139.5,4.75,,,,,,,,
"545986_C","545986_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16","545986",,,,,,,,,,
"545986_B","545986_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22","545986",,,,,,,,,,
"546043_A","546043_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05","546043",133.0,5.0,46.60602,2.9766207,,,,,,
"546073_B","546073_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01","546073",,,,,,,,,,
"546073_A","546073_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12","546073",165.0,29.916666,53.535618,3.8490283,,,,,,
"548739_A","548739_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","548739",34.0,5.5833335,,,0.51583964,0.021773953,0.6629893,0.03232237,,1.0
"548835_A","548835_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","548835",316.5,25.416664,199.47002,1.9503275,0.06250212,0.009459167,0.068149045,0.008940181,0.28185055,0.0
"548872_A","548872_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","548872",335.0,1.6666666,119.346375,2.0261407,0.47121474,0.015553473,0.58425415,0.021063974,0.017092679,0.0
"548914_A","548914_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","548914",222.5,0.8333333,155.61053,2.6650949,0.6717198,0.010496424,1.0081602,0.025008418,0.0143925985,0.0
"548946_A","548946_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","548946",43.5,4.3333335,92.76313,1.4773611,0.13505055,0.011687699,0.14494537,0.010072798,0.0892628,0.0
"548947_A","548947_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","548947",53.5,0.75,144.6318,1.8064188,0.68993956,0.006132029,1.0563908,0.014966262,0.022895984,1.0
"549070_A","549070_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549070",343.0,4.0833335,128.62375,2.2987661,,,,,,
"549180_A","549180_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549180",22.5,0.6666667,,,0.684539,0.0060050613,0.9719431,0.010572784,,1.0
"549182_A","549182_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549182",,,,,,,,,,
"549216_A","549216_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549216",230.0,29.916666,66.46621,5.4290996,0.28804117,0.060962964,0.3018534,0.055377763,0.60670674,1.0
"549296_A","549296_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549296",95.5,5.5,183.11467,1.3320322,0.08210863,0.0057627438,0.09066658,0.005313037,0.095474355,0.0
"549313_A","549313_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549313",175.0,10.083331,46.98904,2.7794483,,,,,,
"550328_A","550328_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","550328",292.0,0.6666667,160.45586,1.3110684,0.52630776,0.004953468,0.6633741,0.0074669872,0.014139515,0.0
"550330_A","550330_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","550330",277.5,10.333333,76.3328,3.7462387,0.42270914,0.03725903,0.52478504,0.05342871,0.1319311,0.0
"550353_A","550353_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","550353",65.0,18.083334,,,0.43569687,0.063524626,0.54959303,0.07183231,0.24494031,1.0
"550582_A","550582_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","550582",37.5,4.3333335,,,0.6799099,0.016486276,1.0584122,0.029889805,,1.0
"550677_A","550677_blue_red_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","550677",190.0,29.916666,45.616123,5.858329,,,,,,
"550780_A","550780_blue_red_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","550780",196.5,0.8333333,141.65634,1.6183323,0.54685074,0.008917583,0.69239086,0.013986411,0.020277435,0.0
"550781_A","550781_blue_red_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","550781",55.5,1.4166666,134.00537,1.9208422,0.3295834,0.011188325,0.38128695,0.01242849,0.03749611,0.0
"550844_A","550844_blue_red_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","550844",50.5,2.5833333,133.51485,3.6492329,0.54988366,0.031249158,0.7989338,0.05926196,0.044566672,0.0
"551192_A","551192_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","551192",231.0,29.916666,39.863976,2.666088,,,,,,
"551202_A","551202_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","551202",116.0,1.4166666,,,0.671135,0.010817411,0.94278306,0.01736254,,1.0
"551332_A","551332_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","551332",200.5,2.0833333,90.02611,2.7177148,0.3862817,0.024685591,0.46331367,0.032164548,0.024525616,0.0
"551350_A","551350_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","551350",105.0,29.916666,58.65751,7.2332225,,,,,,
"551368_A","551368_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","551368",114.0,29.916666,,,,,,,,
"551488_A","551488_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25","551488",253.0,3.9166667,91.41372,4.7575474,0.5095328,0.0364262,0.5994374,0.044263188,,1.0
"551505_A","551505_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","551505",196.0,1.0833334,279.42664,2.2859478,0.32023188,0.0045776526,0.35583442,0.00477767,0.033823445,1.0
"551507_A","551507_blue_red_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25","551507",97.0,1.6666666,171.0639,6.3627663,0.6866184,0.013261782,0.9499546,0.026071344,,1.0
